,Value,Min_limit,Max_limit
4200,939232.0,890113.8631034008,952935.1368965992
4201,939136.0,890425.2494011867,952109.7505988133
4202,938797.0,890914.0951087105,951202.9048912895
4203,938722.0,891041.3030643929,950625.6969356071
4204,938514.0,891193.8301481691,949633.1698518309
4205,938292.0,891700.2613415383,948774.7386584617
4206,938135.0,891777.7990834063,948193.2009165937
4207,938126.0,891732.896052613,947742.103947387
4208,937975.0,891981.197634186,946934.802365814
4209,937692.0,892113.2285301059,946162.7714698941
4210,937399.0,892491.3654965045,945246.6345034955
4211,937326.0,892652.6657688739,944972.3342311261
4212,937110.0,892975.8553151771,944220.1446848229
4213,936922.0,893087.7196755426,943515.2803244574
4214,936759.0,892977.4484339838,942879.5515660162
4215,936536.0,892989.7684319129,942513.2315680871
4216,936341.0,893391.060851751,941507.939148249
4217,936198.0,893660.7266702958,940883.2733297042
4218,935909.0,893489.9375899648,940774.0624100352
4219,935613.0,893763.6039484532,940113.3960515468
4220,935377.0,893871.999972589,939474.000027411
4221,935397.0,894085.7902316495,938567.2097683505
4222,935130.0,894046.898654881,937976.101345119
4223,934844.0,894223.8048091161,937192.1951908839
4224,934740.0,894150.3819115538,936798.6180884462
4225,934327.0,894371.7598367973,936236.2401632027
4226,934095.0,894404.1694949921,935692.8305050079
4227,933656.0,894347.7728872073,935170.2271127927
4228,933429.0,894188.5472433188,934453.4527566812
4229,933023.0,894079.0231498901,934251.9768501099
4230,932803.0,893936.2622613062,933761.7377386938
4231,932564.0,893828.1546031248,933414.8453968752
4232,932222.0,894041.4364042939,932711.5635957061
4233,931943.0,893865.9356941987,932420.0643058013
4234,931585.0,893648.5672572246,932235.4327427754
4235,931197.0,891503.8026343761,933654.1973656239
4236,930958.0,890977.5204765461,933660.4795234539
4237,930776.0,892077.4120747803,931656.5879252197
4238,930453.0,892472.4128449592,930542.5871550408
4239,930254.0,892482.4061810147,929500.5938189853
4240,929990.0,892741.4948853943,928472.5051146057
4241,929521.0,892904.365240741,927664.634759259
4242,929282.0,892389.2966356494,927272.7033643506
4243,928984.0,892414.4882730976,926417.5117269024
4244,928434.0,892593.7122649538,925214.2877350462
4245,928111.0,891746.8519657819,924773.1480342181
4246,927584.0,891685.4884435517,924394.5115564483
4247,927274.0,891515.1561232026,923854.8438767974
4248,926863.0,891248.0601368162,923141.9398631838
4249,926452.0,891101.0498524036,922588.9501475964
4250,925927.0,891614.2676333186,921291.7323666814
4251,925475.0,891489.9627952486,920411.0372047514
4252,925188.0,891559.0282379935,919747.9717620065
4253,924740.0,890840.1339541066,919864.8660458934
4254,924542.0,890307.007195161,919805.992804839
4255,923858.0,889951.5584853782,919296.4415146218
4256,923672.0,889015.2574370304,919445.7425629696
4257,923388.0,889292.8954247081,918633.1045752919
4258,923005.0,888669.4688917582,918436.5311082418
4259,922617.0,888202.5461343784,917925.4538656216
4260,922084.0,887875.2407646988,917347.7592353012
4261,921604.0,887013.0567369906,917204.9432630094
4262,921046.0,887364.0677500557,915935.9322499443
4263,920601.0,887106.4215204477,915161.5784795523
4264,919978.0,886469.1870510268,914649.8129489732
4265,919357.0,885872.7667483104,913894.2332516896
4266,918660.0,885503.7651900842,912861.2348099158
4267,918043.0,884707.5910483366,912187.4089516634
4268,917341.0,883874.9627155208,911373.0372844792
4269,916558.0,883127.4207531975,910658.5792468025
4270,915733.0,882545.4210411564,909521.5789588436
4271,914677.0,881612.3674046261,908715.6325953739
4272,913866.0,880441.0506055196,908189.9493944804
4273,912947.0,879256.9931798223,907702.0068201777
4274,911868.0,878553.8320179585,906408.1679820415
4275,910846.0,877751.3252573243,905267.6747426757
4276,909683.0,876899.386103341,903829.613896659
4277,908463.0,875955.2466659445,902480.7533340555
4278,907248.0,874655.5936195743,901423.4063804257
4279,906126.0,873617.141946812,900311.858053188
4280,904943.0,872437.2088865796,899251.7911134204
4281,903947.0,871466.9452067353,898400.0547932647
4282,902715.0,870247.1279062943,897391.8720937057
4283,901358.0,869060.3617479225,895960.6382520775
4284,900227.0,867925.9644664816,894605.0355335184
4285,899005.0,866992.1670577455,893485.8329422545
4286,897941.0,865714.5444110461,892436.4555889539
4287,897045.0,864910.7503702202,891415.2496297798
4288,896077.0,863778.8738568889,890556.1261431111
4289,894902.0,862923.1926783746,889325.8073216254
4290,893812.0,861811.3530846182,888207.6469153818
4291,892810.0,860560.6802337554,887693.3197662446
4292,891960.0,860095.1281110212,886417.8718889788
4293,891006.0,859284.0208365199,885571.9791634801
4294,890170.0,858481.4561022489,884906.5438977511
4295,889127.0,857536.4066533042,883825.5933466958
4296,888120.0,856717.0528060149,882982.9471939851
4297,887412.0,856134.1335194649,882017.8664805351
4298,886637.0,855258.347456576,881493.652543424
4299,886075.0,854664.6638353716,880997.3361646284
4300,885441.0,854256.1217991787,880025.8782008213
4301,884812.0,853535.6477708542,879589.3522291458
4302,884171.0,853093.0305697443,879000.9694302557
4303,883603.0,852851.7846519742,878191.2153480258
4304,883203.0,852416.0446489753,877550.9553510247
4305,882783.0,852070.2857522184,876818.7142477816
4306,882329.0,851621.6857220026,876454.3142779974
4307,881906.0,851162.0215995049,876069.9784004951
4308,881408.0,850664.7352486114,875624.2647513886
4309,880970.0,850295.4225064917,875097.5774935083
4310,880496.0,849937.6826216738,874785.3173783262
4311,880203.0,849643.8692001583,874340.1307998417
4312,879887.0,849385.0898560219,873915.9101439781
4313,879595.0,849150.6350480559,873460.3649519441
4314,879323.0,848817.5488844914,873288.4511155086
4315,879076.0,848551.2569287437,873095.7430712563
4316,878780.0,848209.9259186713,872980.0740813287
4317,878457.0,848045.5827863656,872714.4172136344
4318,878246.0,847866.1654666795,872148.8345333205
4319,877953.0,845370.2682888798,869732.7317111202
4320,877357.0,844485.063234921,869237.936765079
4321,876981.0,844104.5037702557,869036.4962297443
4322,876680.0,843652.530154522,868897.469845478
4323,876395.0,843374.1775506531,868673.8224493469
4324,876148.0,843051.6326873858,868387.3673126142
4325,875855.0,842609.7235845742,868255.2764154258
4326,875498.0,842258.7803535708,868246.2196464292
4327,875274.0,841763.7906134984,868111.2093865016
4328,874969.0,841539.2673797556,867348.7326202444
4329,874746.0,841289.5255208786,867160.4744791214
4330,874399.0,841023.4139569746,867161.5860430254
4331,874153.0,840607.1554495675,867163.8445504325
4332,874159.0,840450.1949806003,867098.8050193997
4333,874015.0,840286.4828874717,867050.5171125283
4334,873952.0,840033.1410017838,866874.8589982162
4335,873935.0,839954.1932124671,866754.8067875329
4336,873763.0,839795.3958306349,866655.6041693651
4337,873698.0,839615.4270077678,866563.5729922322
4338,873617.0,839296.4753623145,866622.5246376855
4339,873595.0,839077.230022597,866642.769977403
4340,873471.0,838785.7462977349,866792.2537022651
4341,873431.0,838556.0150545909,866769.9849454091
4342,873386.0,838523.9567751439,866627.0432248561
4343,873473.0,838433.6567455668,866670.3432544332
4344,873598.0,838330.4199027113,866736.5800972887
4345,873723.0,838231.2325045946,866863.7674954054
4346,873850.0,838142.2419107372,867061.7580892628
4347,873984.0,837986.5239885472,867448.4760114528
4348,874175.0,837896.9725976227,867867.0274023773
4349,874471.0,837707.5435164736,868477.4564835264
4350,874679.0,837585.1121409687,869127.8878590313
4351,874873.0,837447.4960950848,869650.5039049152
4352,875253.0,837496.1327231782,870272.8672768218
4353,875615.0,837560.973989972,871000.026010028
4354,876089.0,837501.403531933,871989.596468067
4355,876682.0,837440.5425944563,873190.4574055437
4356,877396.0,837345.480487324,874590.519512676
4357,877976.0,837342.7228746811,875607.2771253189
4358,878645.0,837159.9499363588,877189.0500636412
4359,879214.0,836986.4563875893,878700.5436124107
4360,879962.0,836999.7725387623,880128.2274612377
4361,880797.0,836891.8377497017,881901.1622502983
4362,881593.0,836713.9634575127,883673.0365424873
4363,882408.0,836592.4408287172,885298.5591712828
4364,883196.0,836538.5535211277,886892.4464788723
4365,883962.0,836366.9147938959,888781.0852061041
4366,884788.0,836313.1039819288,890497.8960180712
4367,885993.0,836424.2619049234,892603.7380950766
4368,887385.0,-435120.37178450683,2166429.371784507
4369,888539.0,-435683.68497819034,2169081.6849781903
4370,889862.0,-436251.71704834304,2172116.7170483433
4371,891117.0,835868.007870811,902188.992129189
4372,892336.0,835697.0151873758,904783.9848126242
4373,893777.0,835744.352089094,907532.647910906
4374,895293.0,835534.3835292319,910557.6164707681
4375,896691.0,835596.2394620213,913261.7605379787
4376,898012.0,835494.2038365244,916254.7961634756
4377,899385.0,835392.0325977791,918932.9674022209
4378,900792.0,835618.7679141533,921448.2320858467
4379,902256.0,835878.9229093469,924437.0770906531
4380,903951.0,836129.0092324432,927626.9907675568
4381,905442.0,836361.7574932049,930355.2425067951
4382,906840.0,836564.499564338,932969.500435662
4383,908221.0,836974.4049121229,935304.5950878771
4384,909392.0,837190.9916295038,937872.0083704962
4385,910522.0,837682.8058350392,940388.1941649608
4386,911554.0,838208.9832297806,942501.0167702194
4387,912433.0,838848.4791334589,944232.5208665411
4388,913343.0,839750.0667993518,945798.9332006482
4389,914195.0,840604.3854509217,947115.6145490783
4390,914841.0,841108.0865481205,948400.9134518795
4391,915600.0,842154.1961602872,949638.8038397128
4392,916304.0,843149.9337162521,950582.0662837479
4393,917060.0,844073.1632579644,951632.8367420356
4394,917904.0,845111.987535428,952376.012464572
4395,918598.0,846380.1059038269,953049.8940961731
4396,919382.0,847604.9977137027,953453.0022862973
4397,919933.0,848606.7757138284,954165.2242861716
4398,920688.0,849490.0392660984,954828.9607339016
4399,921286.0,850587.3401119013,955640.6598880987
4400,922059.0,851558.6456543022,956519.3543456978
4401,922637.0,852848.5992521554,956934.4007478446
4402,923346.0,854007.3276976903,957273.6723023097
4403,923928.0,855231.48065478,957724.51934522
4404,924507.0,856475.5796469301,957995.4203530699
4405,925154.0,857945.418083797,957623.581916203
4406,925901.0,859144.2732061925,957816.7267938075
4407,926452.0,860052.7351552709,958366.2648447291
4408,927051.0,860997.2465335486,958773.7534664514
4409,927431.0,862286.0142252841,958733.9857747159
4410,927979.0,863609.6876795886,958814.3123204114
4411,928538.0,864500.4132084346,959103.5867915654
4412,929021.0,865794.4783194168,958815.5216805832
4413,929529.0,866733.537307624,958993.462692376
4414,929836.0,867542.5786402338,958987.4213597662
4415,930199.0,868412.5621644894,959493.4378355106
4416,930677.0,869065.0793170624,960088.9206829376
4417,931281.0,869741.4378688027,960247.5621311973
4418,931726.0,870700.840382578,960135.159617422
4419,932226.0,871603.8115230659,959982.1884769341
4420,932506.0,872442.1852054582,959998.8147945418
4421,932877.0,873478.4105264086,959738.5894735914
4422,933118.0,873697.3763092208,960306.6236907792
4423,933364.0,874438.4349367833,960266.5650632167
4424,933633.0,875292.3298151857,959869.6701848143
4425,934099.0,875993.6421678531,959901.3578321469
4426,934324.0,876548.7100131235,959918.2899868765
4427,934524.0,876995.6760517947,960073.3239482053
4428,934757.0,877691.430677359,959944.569322641
4429,934976.0,878127.5907197396,960182.4092802604
4430,935253.0,878657.2958670761,959909.7041329239
4431,935374.0,878731.4986501577,960222.5013498423
4432,935646.0,879455.5582846268,960141.4417153732
4433,936059.0,879709.9232755621,960675.0767244379
4434,936136.0,879954.0357814436,960805.9642185564
4435,936419.0,880687.5681364058,960659.4318635942
4436,936673.0,880911.2492408511,960852.7507591489
4437,936861.0,881230.5451601609,960819.4548398391
4438,936960.0,881379.8778910147,960942.1221089853
4439,937214.0,881726.5500510912,961045.4499489088
4440,937475.0,881782.3928496685,961476.6071503315
4441,937840.0,881934.836272354,961364.163727646
4442,937927.0,882009.4681700671,961219.5318299329
4443,937997.0,882257.1072506332,961230.8927493668
4444,938113.0,882441.4948710791,961210.5051289209
4445,938404.0,882128.2827766757,961805.7172233243
4446,938569.0,882359.7182194995,961911.2817805005
4447,938981.0,882453.5040790567,962067.4959209433
4448,939099.0,882574.340146353,962009.659853647
4449,939323.0,882845.4935596752,962150.5064403248
4450,939532.0,883296.6115233896,962089.3884766104
4451,939681.0,883497.9108288557,962122.0891711443
4452,939976.0,883989.9718920582,961895.0281079418
4453,940061.0,884141.9995113232,961903.0004886768
4454,940044.0,884578.8778807225,961518.1221192775
4455,940201.0,884780.9481456126,961867.0518543874
4456,940333.0,884947.0458625535,961877.9541374465
4457,940229.0,885066.3390077206,961863.6609922794
4458,940532.0,885422.6384829992,961408.3615170008
4459,940570.0,885396.9020991295,961576.0979008705
4460,940432.0,885413.1612690485,961521.8387309515
4461,940670.0,885619.854507257,961225.145492743
4462,940408.0,885947.584969311,960983.415030689
4463,940550.0,886146.6155266841,960960.3844733159
4464,940830.0,886120.7278445548,961607.2721554452
4465,940754.0,885992.2139670756,961504.7860329244
4466,940890.0,886181.8956572218,961120.1043427782
4467,940876.0,-463632.6325653137,2286515.632565314
4468,940821.0,886651.3727553375,960597.6272446625
4469,940928.0,886923.6987465954,960132.3012534046
4470,941010.0,886767.0761193803,960361.9238806197
4471,940980.0,887077.4838971479,960092.5161028521
4472,940847.0,887123.8383479719,960182.1616520281
4473,940979.0,887410.182862811,959846.817137189
4474,940786.0,887469.0687583869,959572.9312416131
4475,940663.0,887824.2949487877,959056.7050512123
4476,940714.0,887923.361425818,958773.638574182
4477,940676.0,886940.5730839812,959627.4269160188
4478,940680.0,888138.3056838737,957921.6943161263
4479,940291.0,888672.6274012391,957133.3725987609
4480,940308.0,888990.0170507466,956684.9829492534
4481,940335.0,889039.0049311212,956112.9950688788
4482,940284.0,888521.1198252457,956419.8801747543
4483,940115.0,889134.2591470315,955528.7408529685
4484,940003.0,889920.8943510059,954550.1056489941
4485,939888.0,890322.4127476937,953687.5872523063
4486,939917.0,890380.1510354285,953515.8489645715
4487,939831.0,890222.428588535,953153.571411465
4488,939582.0,890113.8631034008,952935.1368965992
4489,939430.0,890425.2494011867,952109.7505988133
4490,939214.0,890914.0951087105,951202.9048912895
4491,939181.0,891041.3030643929,950625.6969356071
4492,939047.0,891193.8301481691,949633.1698518309
4493,938673.0,891700.2613415383,948774.7386584617
4494,938522.0,891777.7990834063,948193.2009165937
4495,938523.0,891732.896052613,947742.103947387
4496,938353.0,891981.197634186,946934.802365814
4497,938162.0,892113.2285301059,946162.7714698941
4498,937877.0,892491.3654965045,945246.6345034955
4499,937637.0,892652.6657688739,944972.3342311261
4500,937467.0,892975.8553151771,944220.1446848229
4501,937347.0,893087.7196755426,943515.2803244574
4502,937050.0,892977.4484339838,942879.5515660162
4503,936929.0,892989.7684319129,942513.2315680871
4504,936879.0,893391.060851751,941507.939148249
4505,936686.0,893660.7266702958,940883.2733297042
4506,936474.0,893489.9375899648,940774.0624100352
4507,936234.0,893763.6039484532,940113.3960515468
4508,935564.0,893871.999972589,939474.000027411
4509,935800.0,894085.7902316495,938567.2097683505
4510,935506.0,894046.898654881,937976.101345119
4511,935372.0,894223.8048091161,937192.1951908839
4512,935113.0,894150.3819115538,936798.6180884462
4513,934828.0,894371.7598367973,936236.2401632027
4514,934502.0,894404.1694949921,935692.8305050079
4515,934176.0,894347.7728872073,935170.2271127927
4516,934158.0,894188.5472433188,934453.4527566812
4517,933777.0,894079.0231498901,934251.9768501099
4518,933570.0,893936.2622613062,933761.7377386938
4519,933274.0,893828.1546031248,933414.8453968752
4520,932749.0,894041.4364042939,932711.5635957061
4521,932442.0,893865.9356941987,932420.0643058013
4522,932085.0,893648.5672572246,932235.4327427754
4523,931726.0,891503.8026343761,933654.1973656239
4524,931504.0,890977.5204765461,933660.4795234539
4525,931238.0,892077.4120747803,931656.5879252197
4526,930659.0,892472.4128449592,930542.5871550408
4527,930331.0,892482.4061810147,929500.5938189853
4528,930051.0,892741.4948853943,928472.5051146057
4529,929603.0,892904.365240741,927664.634759259
4530,929423.0,892389.2966356494,927272.7033643506
4531,929066.0,892414.4882730976,926417.5117269024
4532,928660.0,892593.7122649538,925214.2877350462
4533,928352.0,891746.8519657819,924773.1480342181
4534,927996.0,891685.4884435517,924394.5115564483
4535,927595.0,891515.1561232026,923854.8438767974
4536,927177.0,891248.0601368162,923141.9398631838
4537,926716.0,891101.0498524036,922588.9501475964
4538,926338.0,891614.2676333186,921291.7323666814
4539,925758.0,891489.9627952486,920411.0372047514
4540,925463.0,891559.0282379935,919747.9717620065
4541,925149.0,890840.1339541066,919864.8660458934
4542,924906.0,890307.007195161,919805.992804839
4543,924569.0,889951.5584853782,919296.4415146218
4544,924205.0,889015.2574370304,919445.7425629696
4545,923956.0,889292.8954247081,918633.1045752919
4546,923602.0,888669.4688917582,918436.5311082418
4547,923208.0,888202.5461343784,917925.4538656216
4548,922729.0,887875.2407646988,917347.7592353012
4549,921909.0,887013.0567369906,917204.9432630094
4550,921222.0,887364.0677500557,915935.9322499443
4551,920696.0,887106.4215204477,915161.5784795523
4552,920016.0,886469.1870510268,914649.8129489732
4553,919419.0,885872.7667483104,913894.2332516896
4554,918727.0,885503.7651900842,912861.2348099158
4555,918142.0,884707.5910483366,912187.4089516634
4556,917371.0,883874.9627155208,911373.0372844792
4557,916608.0,883127.4207531975,910658.5792468025
4558,916099.0,882545.4210411564,909521.5789588436
4559,915048.0,881612.3674046261,908715.6325953739
4560,914075.0,880441.0506055196,908189.9493944804
4561,913255.0,879256.9931798223,907702.0068201777
4562,912072.0,878553.8320179585,906408.1679820415
4563,910931.0,877751.3252573243,905267.6747426757
4564,909956.0,876899.386103341,903829.613896659
4565,908585.0,875955.2466659445,902480.7533340555
4566,907293.0,874655.5936195743,901423.4063804257
4567,906000.0,873617.141946812,900311.858053188
4568,904948.0,872437.2088865796,899251.7911134204
4569,903711.0,871466.9452067353,898400.0547932647
4570,902624.0,870247.1279062943,897391.8720937057
4571,901275.0,869060.3617479225,895960.6382520775
4572,899875.0,867925.9644664816,894605.0355335184
4573,898811.0,866992.1670577455,893485.8329422545
4574,897772.0,865714.5444110461,892436.4555889539
4575,896849.0,864910.7503702202,891415.2496297798
4576,895839.0,863778.8738568889,890556.1261431111
4577,894747.0,862923.1926783746,889325.8073216254
4578,893632.0,861811.3530846182,888207.6469153818
4579,892612.0,860560.6802337554,887693.3197662446
4580,891687.0,860095.1281110212,886417.8718889788
4581,890915.0,859284.0208365199,885571.9791634801
4582,889889.0,858481.4561022489,884906.5438977511
4583,888769.0,857536.4066533042,883825.5933466958
4584,887906.0,856717.0528060149,882982.9471939851
4585,887150.0,856134.1335194649,882017.8664805351
4586,886209.0,855258.347456576,881493.652543424
4587,885604.0,854664.6638353716,880997.3361646284
4588,884862.0,854256.1217991787,880025.8782008213
4589,884295.0,853535.6477708542,879589.3522291458
4590,883665.0,853093.0305697443,879000.9694302557
4591,883148.0,852851.7846519742,878191.2153480258
4592,882740.0,852416.0446489753,877550.9553510247
4593,882317.0,852070.2857522184,876818.7142477816
4594,881872.0,851621.6857220026,876454.3142779974
4595,881382.0,851162.0215995049,876069.9784004951
4596,880753.0,850664.7352486114,875624.2647513886
4597,880357.0,850295.4225064917,875097.5774935083
4598,880057.0,849937.6826216738,874785.3173783262
4599,879694.0,849643.8692001583,874340.1307998417
4600,879347.0,849385.0898560219,873915.9101439781
4601,879071.0,849150.6350480559,873460.3649519441
4602,878757.0,848817.5488844914,873288.4511155086
4603,878553.0,848551.2569287437,873095.7430712563
4604,878363.0,848209.9259186713,872980.0740813287
4605,878025.0,848045.5827863656,872714.4172136344
4606,877769.0,847866.1654666795,872148.8345333205
4607,877493.0,845370.2682888798,869732.7317111202
4608,877010.0,844485.063234921,869237.936765079
4609,876824.0,844104.5037702557,869036.4962297443
4610,876450.0,843652.530154522,868897.469845478
4611,876165.0,843374.1775506531,868673.8224493469
4612,875949.0,843051.6326873858,868387.3673126142
4613,875687.0,842609.7235845742,868255.2764154258
4614,875436.0,842258.7803535708,868246.2196464292
4615,875172.0,841763.7906134984,868111.2093865016
4616,874850.0,841539.2673797556,867348.7326202444
4617,874631.0,841289.5255208786,867160.4744791214
4618,874426.0,841023.4139569746,867161.5860430254
4619,874106.0,840607.1554495675,867163.8445504325
4620,874040.0,840450.1949806003,867098.8050193997
4621,873893.0,840286.4828874717,867050.5171125283
4622,873854.0,840033.1410017838,866874.8589982162
4623,873799.0,839954.1932124671,866754.8067875329
4624,873717.0,839795.3958306349,866655.6041693651
4625,873599.0,839615.4270077678,866563.5729922322
4626,873531.0,839296.4753623145,866622.5246376855
4627,873410.0,839077.230022597,866642.769977403
4628,873369.0,838785.7462977349,866792.2537022651
4629,873342.0,838556.0150545909,866769.9849454091
4630,873289.0,838523.9567751439,866627.0432248561
4631,873348.0,838433.6567455668,866670.3432544332
4632,873310.0,838330.4199027113,866736.5800972887
4633,873282.0,838231.2325045946,866863.7674954054
4634,873405.0,838142.2419107372,867061.7580892628
4635,873923.0,837986.5239885472,867448.4760114528
4636,874178.0,837896.9725976227,867867.0274023773
4637,874447.0,837707.5435164736,868477.4564835264
4638,874661.0,837585.1121409687,869127.8878590313
4639,874961.0,837447.4960950848,869650.5039049152
4640,875216.0,837496.1327231782,870272.8672768218
4641,875618.0,837560.973989972,871000.026010028
4642,876127.0,837501.403531933,871989.596468067
4643,876815.0,837440.5425944563,873190.4574055437
4644,877417.0,837345.480487324,874590.519512676
4645,877909.0,837342.7228746811,875607.2771253189
4646,878461.0,837159.9499363588,877189.0500636412
4647,879031.0,836986.4563875893,878700.5436124107
4648,879899.0,836999.7725387623,880128.2274612377
4649,880793.0,836891.8377497017,881901.1622502983
4650,881391.0,836713.9634575127,883673.0365424873
4651,882135.0,836592.4408287172,885298.5591712828
4652,882872.0,836538.5535211277,886892.4464788723
4653,883690.0,836366.9147938959,888781.0852061041
4654,884522.0,836313.1039819288,890497.8960180712
4655,885680.0,836424.2619049234,892603.7380950766
4656,886974.0,-435120.37178450683,2166429.371784507
4657,888153.0,-435683.68497819034,2169081.6849781903
4658,889327.0,-436251.71704834304,2172116.7170483433
4659,890417.0,835868.007870811,902188.992129189
4660,891632.0,835697.0151873758,904783.9848126242
4661,893114.0,835744.352089094,907532.647910906
4662,894607.0,835534.3835292319,910557.6164707681
4663,896022.0,835596.2394620213,913261.7605379787
4664,897598.0,835494.2038365244,916254.7961634756
4665,899066.0,835392.0325977791,918932.9674022209
4666,900468.0,835618.7679141533,921448.2320858467
4667,902105.0,835878.9229093469,924437.0770906531
4668,903772.0,836129.0092324432,927626.9907675568
4669,905053.0,836361.7574932049,930355.2425067951
4670,906522.0,836564.499564338,932969.500435662
4671,907951.0,836974.4049121229,935304.5950878771
4672,909173.0,837190.9916295038,937872.0083704962
4673,910340.0,837682.8058350392,940388.1941649608
4674,911527.0,838208.9832297806,942501.0167702194
4675,912474.0,838848.4791334589,944232.5208665411
4676,913570.0,839750.0667993518,945798.9332006482
4677,914341.0,840604.3854509217,947115.6145490783
4678,915117.0,841108.0865481205,948400.9134518795
4679,916027.0,842154.1961602872,949638.8038397128
4680,916770.0,843149.9337162521,950582.0662837479
4681,917376.0,844073.1632579644,951632.8367420356
4682,918141.0,845111.987535428,952376.012464572
4683,918756.0,846380.1059038269,953049.8940961731
4684,919463.0,847604.9977137027,953453.0022862973
4685,920310.0,848606.7757138284,954165.2242861716
4686,921242.0,849490.0392660984,954828.9607339016
4687,921832.0,850587.3401119013,955640.6598880987
4688,922569.0,851558.6456543022,956519.3543456978
4689,923353.0,852848.5992521554,956934.4007478446
4690,923970.0,854007.3276976903,957273.6723023097
4691,924546.0,855231.48065478,957724.51934522
4692,924999.0,856475.5796469301,957995.4203530699
4693,925725.0,857945.418083797,957623.581916203
4694,926380.0,859144.2732061925,957816.7267938075
4695,927002.0,860052.7351552709,958366.2648447291
4696,927513.0,860997.2465335486,958773.7534664514
4697,928104.0,862286.0142252841,958733.9857747159
4698,928630.0,863609.6876795886,958814.3123204114
4699,929068.0,864500.4132084346,959103.5867915654
4700,929732.0,865794.4783194168,958815.5216805832
4701,930094.0,866733.537307624,958993.462692376
4702,930523.0,867542.5786402338,958987.4213597662
4703,930901.0,868412.5621644894,959493.4378355106
4704,931417.0,869065.0793170624,960088.9206829376
4705,932012.0,869741.4378688027,960247.5621311973
4706,932281.0,870700.840382578,960135.159617422
4707,932687.0,871603.8115230659,959982.1884769341
4708,933057.0,872442.1852054582,959998.8147945418
4709,933268.0,873478.4105264086,959738.5894735914
4710,933566.0,873697.3763092208,960306.6236907792
4711,933854.0,874438.4349367833,960266.5650632167
4712,934079.0,875292.3298151857,959869.6701848143
4713,934395.0,875993.6421678531,959901.3578321469
4714,934598.0,876548.7100131235,959918.2899868765
4715,934856.0,876995.6760517947,960073.3239482053
4716,935140.0,877691.430677359,959944.569322641
4717,935347.0,878127.5907197396,960182.4092802604
4718,935526.0,878657.2958670761,959909.7041329239
4719,935814.0,878731.4986501577,960222.5013498423
4720,936000.0,879455.5582846268,960141.4417153732
4721,936156.0,879709.9232755621,960675.0767244379
4722,936295.0,879954.0357814436,960805.9642185564
4723,936583.0,880687.5681364058,960659.4318635942
4724,936869.0,880911.2492408511,960852.7507591489
4725,936925.0,881230.5451601609,960819.4548398391
4726,937341.0,881379.8778910147,960942.1221089853
4727,937503.0,881726.5500510912,961045.4499489088
4728,937747.0,881782.3928496685,961476.6071503315
4729,938069.0,881934.836272354,961364.163727646
4730,938147.0,882009.4681700671,961219.5318299329
4731,938301.0,882257.1072506332,961230.8927493668
4732,938284.0,882441.4948710791,961210.5051289209
4733,938520.0,882128.2827766757,961805.7172233243
4734,938704.0,882359.7182194995,961911.2817805005
4735,938788.0,882453.5040790567,962067.4959209433
4736,939052.0,882574.340146353,962009.659853647
4737,939212.0,882845.4935596752,962150.5064403248
4738,939174.0,883296.6115233896,962089.3884766104
4739,939301.0,883497.9108288557,962122.0891711443
4740,939318.0,883989.9718920582,961895.0281079418
4741,939479.0,884141.9995113232,961903.0004886768
4742,939512.0,884578.8778807225,961518.1221192775
4743,939528.0,884780.9481456126,961867.0518543874
4744,939559.0,884947.0458625535,961877.9541374465
4745,939685.0,885066.3390077206,961863.6609922794
4746,939861.0,885422.6384829992,961408.3615170008
4747,939982.0,885396.9020991295,961576.0979008705
4748,939903.0,885413.1612690485,961521.8387309515
4749,940106.0,885619.854507257,961225.145492743
4750,940154.0,885947.584969311,960983.415030689
4751,940169.0,886146.6155266841,960960.3844733159
4752,940297.0,886120.7278445548,961607.2721554452
4753,940407.0,885992.2139670756,961504.7860329244
4754,940460.0,886181.8956572218,961120.1043427782
4755,940416.0,-463632.6325653137,2286515.632565314
4756,940397.0,886651.3727553375,960597.6272446625
4757,940476.0,886923.6987465954,960132.3012534046
4758,940390.0,886767.0761193803,960361.9238806197
4759,940450.0,887077.4838971479,960092.5161028521
4760,940413.0,887123.8383479719,960182.1616520281
4761,940256.0,887410.182862811,959846.817137189
4762,940081.0,887469.0687583869,959572.9312416131
4763,939974.0,887824.2949487877,959056.7050512123
4764,939989.0,887923.361425818,958773.638574182
4765,939901.0,886940.5730839812,959627.4269160188
4766,939911.0,888138.3056838737,957921.6943161263
4767,939896.0,888672.6274012391,957133.3725987609
4768,939765.0,888990.0170507466,956684.9829492534
4769,939754.0,889039.0049311212,956112.9950688788
4770,939740.0,888521.1198252457,956419.8801747543
4771,939659.0,889134.2591470315,955528.7408529685
4772,939388.0,889920.8943510059,954550.1056489941
4773,939328.0,890322.4127476937,953687.5872523063
4774,939169.0,890380.1510354285,953515.8489645715
4775,939055.0,890222.428588535,953153.571411465
4776,938950.0,890113.8631034008,952935.1368965992
4777,938834.0,890425.2494011867,952109.7505988133
4778,938630.0,890914.0951087105,951202.9048912895
4779,938436.0,891041.3030643929,950625.6969356071
4780,938221.0,891193.8301481691,949633.1698518309
4781,937987.0,891700.2613415383,948774.7386584617
4782,937900.0,891777.7990834063,948193.2009165937
4783,937765.0,891732.896052613,947742.103947387
4784,937606.0,891981.197634186,946934.802365814
4785,937602.0,892113.2285301059,946162.7714698941
4786,937368.0,892491.3654965045,945246.6345034955
