,Time_range,Value
90,27000.0,913940.0
91,27300.0,914573.0
92,27600.0,915167.0
93,27900.0,915534.0
94,28200.0,916119.0
95,28500.0,916715.0
96,28800.0,917257.0
97,29100.0,917859.0
98,29400.0,918336.0
99,29700.0,918629.0
100,30000.0,918989.0
101,30300.0,919364.0
102,30600.0,919699.0
103,30900.0,920096.0
104,31200.0,920319.0
105,31500.0,920693.0
106,31800.0,921085.0
107,32100.0,921219.0
108,32400.0,921719.0
109,32700.0,921886.0
110,33000.0,922171.0
111,33300.0,922444.0
112,33600.0,922641.0
113,33900.0,922770.0
114,34200.0,922975.0
115,34500.0,923238.0
116,34800.0,923367.0
117,35100.0,923563.0
118,35400.0,923815.0
119,35700.0,923910.0
120,36000.0,923970.0
121,36300.0,924431.0
122,36600.0,924572.0
123,36900.0,924608.0
124,37200.0,924833.0
125,37500.0,924886.0
126,37800.0,925193.0
127,38100.0,925260.0
128,38400.0,925362.0
129,38700.0,925397.0
130,39000.0,925589.0
131,39300.0,925671.0
132,39600.0,925815.0
133,39900.0,925726.0
134,40200.0,925726.0
135,40500.0,925766.0
136,40800.0,925698.0
137,41100.0,925733.0
138,41400.0,925803.0
139,41700.0,925843.0
140,42000.0,925719.0
141,42300.0,925713.0
142,42600.0,925543.0
143,42900.0,925503.0
144,43200.0,925602.0
145,43500.0,926036.0
146,43800.0,926195.0
147,44100.0,926224.0
148,44400.0,926340.0
149,44700.0,926016.0
150,45000.0,925735.0
151,45300.0,925765.0
152,45600.0,925756.0
153,45900.0,925802.0
154,46200.0,925766.0
155,46500.0,925683.0
156,46800.0,925674.0
157,47100.0,925759.0
158,47400.0,925704.0
159,47700.0,925406.0
160,48000.0,925149.0
161,48300.0,924795.0
162,48600.0,924632.0
163,48900.0,924635.0
164,49200.0,924182.0
165,49500.0,923439.0
166,49800.0,923341.0
167,50100.0,923502.0
168,50400.0,923543.0
169,50700.0,923448.0
170,51000.0,923119.0
171,51300.0,922905.0
172,51600.0,922692.0
173,51900.0,921730.0
174,52200.0,921421.0
175,52500.0,921292.0
176,52800.0,921142.0
177,53100.0,920740.0
178,53400.0,920444.0
179,53700.0,920175.0
180,54000.0,920040.0
181,54300.0,919732.0
182,54600.0,919485.0
183,54900.0,919139.0
184,55200.0,918794.0
185,55500.0,918525.0
186,55800.0,918295.0
187,56100.0,917975.0
188,56400.0,917622.0
189,56700.0,917534.0
190,57000.0,917350.0
191,57300.0,916978.0
192,57600.0,916689.0
193,57900.0,916450.0
194,58200.0,916086.0
195,58500.0,915868.0
196,58800.0,915549.0
197,59100.0,915225.0
198,59400.0,914990.0
199,59700.0,914609.0
200,60000.0,914253.0
201,60300.0,914026.0
202,60600.0,913699.0
203,60900.0,913319.0
204,61200.0,912878.0
205,61500.0,912569.0
206,61800.0,912048.0
207,62100.0,911714.0
208,62400.0,911225.0
209,62700.0,910649.0
210,63000.0,910336.0
211,63300.0,909842.0
212,63600.0,909386.0
213,63900.0,908921.0
214,64200.0,908319.0
215,64500.0,907935.0
216,64800.0,907607.0
217,65100.0,907001.0
218,65400.0,906606.0
219,65700.0,906217.0
220,66000.0,905766.0
221,66300.0,905534.0
222,66600.0,905252.0
223,66900.0,904849.0
224,67200.0,904558.0
225,67500.0,904279.0
226,67800.0,903991.0
227,68100.0,903467.0
228,68400.0,902976.0
229,68700.0,902332.0
230,69000.0,901780.0
231,69300.0,901256.0
232,69600.0,900696.0
233,69900.0,900212.0
234,70200.0,899637.0
235,70500.0,898836.0
236,70800.0,898128.0
237,71100.0,897175.0
238,71400.0,896523.0
239,71700.0,895757.0
240,72000.0,894849.0
241,72300.0,893870.0
242,72600.0,893022.0
243,72900.0,892045.0
244,73200.0,891094.0
245,73500.0,889900.0
246,73800.0,888738.0
247,74100.0,887659.0
248,74400.0,886585.0
249,74700.0,885444.0
250,75000.0,884616.0
251,75300.0,883491.0
252,75600.0,882227.0
253,75900.0,880941.0
254,76200.0,879940.0
255,76500.0,878785.0
256,76800.0,877900.0
257,77100.0,876923.0
258,77400.0,875940.0
259,77700.0,874829.0
260,78000.0,873972.0
261,78300.0,873095.0
262,78600.0,872319.0
263,78900.0,871615.0
264,79200.0,870575.0
265,79500.0,869821.0
266,79800.0,869104.0
267,80100.0,868398.0
268,80400.0,867920.0
269,80700.0,867270.0
270,81000.0,866651.0
271,81300.0,866116.0
272,81600.0,865628.0
273,81900.0,865091.0
274,82200.0,864434.0
275,82500.0,864033.0
276,82800.0,863705.0
277,83100.0,863262.0
278,83400.0,862787.0
279,83700.0,862437.0
280,84000.0,862072.0
281,84300.0,861738.0
282,84600.0,861367.0
283,84900.0,861149.0
284,85200.0,860943.0
285,85500.0,860686.0
286,85800.0,860477.0
287,86100.0,859958.0
