Time,Value
2020-06-15 15:50:00,931023
2020-06-15 15:55:00,930854
2020-06-15 16:00:00,930700
2020-06-15 16:05:00,930276
2020-06-15 16:10:00,930053
2020-06-15 16:15:00,929955
2020-06-15 16:20:00,929644
2020-06-15 16:25:00,929313
2020-06-15 16:30:00,929047
2020-06-15 16:35:00,928557
2020-06-15 16:40:00,928292
2020-06-15 16:45:00,928181
2020-06-15 16:50:00,927811
2020-06-15 16:55:00,927527
2020-06-15 17:00:00,927261
2020-06-15 17:05:00,927092
2020-06-15 17:10:00,926733
2020-06-15 17:15:00,926417
2020-06-15 17:20:00,926176
2020-06-15 17:25:00,925783
2020-06-15 17:30:00,925184
2020-06-15 17:35:00,924763
2020-06-15 17:40:00,924513
2020-06-15 17:45:00,924125
2020-06-15 17:50:00,923844
2020-06-15 17:55:00,923444
2020-06-15 18:00:00,923177
2020-06-15 18:05:00,922725
2020-06-15 18:10:00,922475
2020-06-15 18:15:00,922044
2020-06-15 18:20:00,921621
2020-06-15 18:25:00,921068
2020-06-15 18:30:00,920507
2020-06-15 18:35:00,920635
2020-06-15 18:40:00,920260
2020-06-15 18:45:00,919999
2020-06-15 18:50:00,919541
2020-06-15 18:55:00,919197
2020-06-15 19:00:00,918800
2020-06-15 19:05:00,918320
2020-06-15 19:10:00,917935
2020-06-15 19:15:00,917368
2020-06-15 19:20:00,916798
2020-06-15 19:25:00,916292
2020-06-15 19:30:00,915606
2020-06-15 19:35:00,915056
2020-06-15 19:40:00,914320
2020-06-15 19:45:00,913482
2020-06-15 19:50:00,912751
2020-06-15 19:55:00,912109
2020-06-15 20:00:00,911194
2020-06-15 20:05:00,910356
2020-06-15 20:10:00,909532
2020-06-15 20:15:00,908450
2020-06-15 20:20:00,907393
2020-06-15 20:25:00,906274
2020-06-15 20:30:00,905070
2020-06-15 20:35:00,903858
2020-06-15 20:40:00,902761
2020-06-15 20:45:00,901121
2020-06-15 20:50:00,899971
2020-06-15 20:55:00,898999
2020-06-15 21:00:00,897783
2020-06-15 21:05:00,896696
2020-06-15 21:10:00,895800
2020-06-15 21:15:00,894760
2020-06-15 21:20:00,893842
2020-06-15 21:25:00,892829
2020-06-15 21:30:00,891813
2020-06-15 21:35:00,890742
2020-06-15 21:40:00,889916
2020-06-15 21:45:00,888357
2020-06-15 21:50:00,887556
2020-06-15 21:55:00,886684
2020-06-15 22:00:00,885706
2020-06-15 22:05:00,884810
2020-06-15 22:10:00,884019
2020-06-15 22:15:00,883119
2020-06-15 22:20:00,882416
2020-06-15 22:25:00,881767
2020-06-15 22:30:00,881233
2020-06-15 22:35:00,880576
2020-06-15 22:40:00,879630
2020-06-15 22:45:00,879183
2020-06-15 22:50:00,878651
2020-06-15 22:55:00,878270
2020-06-15 23:00:00,877847
2020-06-15 23:05:00,877304
2020-06-15 23:10:00,876753
2020-06-15 23:15:00,876413
2020-06-15 23:20:00,876153
2020-06-15 23:25:00,875846
2020-06-15 23:30:00,875594
2020-06-15 23:35:00,875279
2020-06-15 23:40:00,874980
2020-06-15 23:45:00,874749
2020-06-15 23:50:00,874529
2020-06-15 23:55:00,874341
2020-06-16 0:00:00,874005
2020-06-16 0:05:00,873514
2020-06-16 0:10:00,873302
2020-06-16 0:15:00,873001
2020-06-16 0:20:00,872814
2020-06-16 0:25:00,872572
2020-06-16 0:30:00,872273
2020-06-16 0:35:00,872042
2020-06-16 0:40:00,871881
2020-06-16 0:45:00,871700
2020-06-16 0:50:00,871449
2020-06-16 0:55:00,
2020-06-16 1:00:00,871028
2020-06-16 1:05:00,871010
2020-06-16 1:10:00,870889
2020-06-16 1:15:00,870782
2020-06-16 1:20:00,870692
2020-06-16 1:25:00,870589
2020-06-16 1:30:00,870517
2020-06-16 1:35:00,870517
2020-06-16 1:40:00,870514
2020-06-16 1:45:00,870427
2020-06-16 1:50:00,870404
2020-06-16 1:55:00,870358
2020-06-16 2:00:00,870348
2020-06-16 2:05:00,870408
2020-06-16 2:10:00,870563
2020-06-16 2:15:00,870581
2020-06-16 2:20:00,870655
2020-06-16 2:25:00,870870
2020-06-16 2:30:00,871048
2020-06-16 2:35:00,871268
2020-06-16 2:40:00,871527
2020-06-16 2:45:00,871820
2020-06-16 2:50:00,872254
2020-06-16 2:55:00,872744
2020-06-16 3:00:00,873387
2020-06-16 3:05:00,874058
2020-06-16 3:10:00,874558
2020-06-16 3:15:00,875215
2020-06-16 3:20:00,875846
2020-06-16 3:25:00,876575
2020-06-16 3:30:00,877362
2020-06-16 3:35:00,878052
2020-06-16 3:40:00,878719
2020-06-16 3:45:00,879574
2020-06-16 3:50:00,880374
2020-06-16 3:55:00,881224
2020-06-16 4:00:00,882375
2020-06-16 4:05:00,883682
2020-06-16 4:10:00,884843
2020-06-16 4:15:00,885970
2020-06-16 4:20:00,887128
2020-06-16 4:25:00,888440
2020-06-16 4:30:00,889822
2020-06-16 4:35:00,891153
2020-06-16 4:40:00,892470
2020-06-16 4:45:00,893861
2020-06-16 4:50:00,895297
2020-06-16 4:55:00,896650
2020-06-16 5:00:00,898234
2020-06-16 5:05:00,899659
2020-06-16 5:10:00,901107
2020-06-16 5:15:00,902470
2020-06-16 5:20:00,903743
2020-06-16 5:25:00,905058
2020-06-16 5:30:00,906164
2020-06-16 5:35:00,907388
2020-06-16 5:40:00,908695
2020-06-16 5:45:00,909924
2020-06-16 5:50:00,910919
2020-06-16 5:55:00,911743
2020-06-16 6:00:00,912573
2020-06-16 6:05:00,913372
2020-06-16 6:10:00,914280
2020-06-16 6:15:00,915168
2020-06-16 6:20:00,915953
2020-06-16 6:25:00,916634
2020-06-16 6:30:00,917638
2020-06-16 6:35:00,918379
2020-06-16 6:40:00,918924
2020-06-16 6:45:00,919856
2020-06-16 6:50:00,920370
2020-06-16 6:55:00,921093
2020-06-16 7:00:00,921949
2020-06-16 7:05:00,922986
2020-06-16 7:10:00,923370
2020-06-16 7:15:00,924223
2020-06-16 7:20:00,924873
2020-06-16 7:25:00,925690
2020-06-16 7:30:00,926571
2020-06-16 7:35:00,927207
2020-06-16 7:40:00,927766
2020-06-16 7:45:00,928276
2020-06-16 7:50:00,928648
2020-06-16 7:55:00,929053
2020-06-16 8:00:00,929532
2020-06-16 8:05:00,929623
2020-06-16 8:10:00,930146
2020-06-16 8:15:00,930477
2020-06-16 8:20:00,930799
2020-06-16 8:25:00,931081
2020-06-16 8:30:00,931570
2020-06-16 8:35:00,931854
2020-06-16 8:40:00,931999
2020-06-16 8:45:00,932566
2020-06-16 8:50:00,932990
2020-06-16 8:55:00,933143
2020-06-16 9:00:00,933400
2020-06-16 9:05:00,933625
2020-06-16 9:10:00,933811
2020-06-16 9:15:00,934069
2020-06-16 9:20:00,934380
2020-06-16 9:25:00,934674
2020-06-16 9:30:00,935001
2020-06-16 9:35:00,934875
2020-06-16 9:40:00,935163
2020-06-16 9:45:00,935514
2020-06-16 9:50:00,935642
2020-06-16 9:55:00,935899
2020-06-16 10:00:00,936066
2020-06-16 10:05:00,936168
2020-06-16 10:10:00,936362
2020-06-16 10:15:00,936323
2020-06-16 10:20:00,936331
2020-06-16 10:25:00,936530
2020-06-16 10:30:00,936572
2020-06-16 10:35:00,936890
2020-06-16 10:40:00,936863
2020-06-16 10:45:00,936851
2020-06-16 10:50:00,937167
2020-06-16 10:55:00,937286
2020-06-16 11:00:00,937301
2020-06-16 11:05:00,937557
2020-06-16 11:10:00,937619
2020-06-16 11:15:00,937633
2020-06-16 11:20:00,937578
2020-06-16 11:25:00,937723
2020-06-16 11:30:00,937934
2020-06-16 11:35:00,937903
2020-06-16 11:40:00,938092
2020-06-16 11:45:00,938131
2020-06-16 11:50:00,938202
2020-06-16 11:55:00,938212
2020-06-16 12:00:00,938216
2020-06-16 12:05:00,938413
2020-06-16 12:10:00,938359
2020-06-16 12:15:00,938478
2020-06-16 12:20:00,938310
2020-06-16 12:25:00,938172
2020-06-16 12:30:00,938108
2020-06-16 12:35:00,938042
2020-06-16 12:40:00,937993
2020-06-16 12:45:00,937870
2020-06-16 12:50:00,937656
2020-06-16 12:55:00,937606
2020-06-16 13:00:00,937415
2020-06-16 13:05:00,937284
2020-06-16 13:10:00,937488
2020-06-16 13:15:00,937477
2020-06-16 13:20:00,937315
2020-06-16 13:25:00,937163
2020-06-16 13:30:00,937061
2020-06-16 13:35:00,936936
2020-06-16 13:40:00,936712
2020-06-16 13:45:00,936429
2020-06-16 13:50:00,936404
2020-06-16 13:55:00,936876
2020-06-16 14:00:00,936583
2020-06-16 14:05:00,936694
2020-06-16 14:10:00,936396
2020-06-16 14:15:00,936057
2020-06-16 14:20:00,935900
2020-06-16 14:25:00,935558
2020-06-16 14:30:00,935394
2020-06-16 14:35:00,935122
2020-06-16 14:40:00,934888
2020-06-16 14:45:00,934636
2020-06-16 14:50:00,934268
2020-06-16 14:55:00,934047
2020-06-16 15:00:00,933780
2020-06-16 15:05:00,933606
2020-06-16 15:10:00,933370
2020-06-16 15:15:00,933039
2020-06-16 15:20:00,932840
2020-06-16 15:25:00,932507
2020-06-16 15:30:00,932310
2020-06-16 15:35:00,932226
2020-06-16 15:40:00,931937
2020-06-16 15:45:00,931556
2020-06-16 15:50:00,931351
2020-06-16 15:55:00,931096
2020-06-16 16:00:00,930880
2020-06-16 16:05:00,930779
2020-06-16 16:10:00,930428
2020-06-16 16:15:00,930137
2020-06-16 16:20:00,929867
2020-06-16 16:25:00,929675
2020-06-16 16:30:00,929390
2020-06-16 16:35:00,929160
2020-06-16 16:40:00,928949
2020-06-16 16:45:00,928574
2020-06-16 16:50:00,928161
2020-06-16 16:55:00,927717
2020-06-16 17:00:00,927478
2020-06-16 17:05:00,927380
2020-06-16 17:10:00,926939
2020-06-16 17:15:00,926364
2020-06-16 17:20:00,926094
2020-06-16 17:25:00,925880
2020-06-16 17:30:00,925589
2020-06-16 17:35:00,925301
2020-06-16 17:40:00,925071
2020-06-16 17:45:00,924564
2020-06-16 17:50:00,924081
2020-06-16 17:55:00,923721
2020-06-16 18:00:00,923410
2020-06-16 18:05:00,923006
2020-06-16 18:10:00,922597
2020-06-16 18:15:00,922314
2020-06-16 18:20:00,921901
2020-06-16 18:25:00,921552
2020-06-16 18:30:00,921363
2020-06-16 18:35:00,921114
2020-06-16 18:40:00,920827
2020-06-16 18:45:00,920316
2020-06-16 18:50:00,920003
2020-06-16 18:55:00,919624
2020-06-16 19:00:00,919123
2020-06-16 19:05:00,918759
2020-06-16 19:10:00,918274
2020-06-16 19:15:00,917841
2020-06-16 19:20:00,917296
2020-06-16 19:25:00,916769
2020-06-16 19:30:00,916095
2020-06-16 19:35:00,915587
2020-06-16 19:40:00,914777
2020-06-16 19:45:00,914103
2020-06-16 19:50:00,913537
2020-06-16 19:55:00,912829
2020-06-16 20:00:00,911734
2020-06-16 20:05:00,910990
2020-06-16 20:10:00,910238
2020-06-16 20:15:00,909298
2020-06-16 20:20:00,908363
2020-06-16 20:25:00,907250
2020-06-16 20:30:00,905996
2020-06-16 20:35:00,904715
2020-06-16 20:40:00,903497
2020-06-16 20:45:00,902296
2020-06-16 20:50:00,901206
2020-06-16 20:55:00,900173
2020-06-16 21:00:00,898791
2020-06-16 21:05:00,897478
2020-06-16 21:10:00,896392
2020-06-16 21:15:00,895321
2020-06-16 21:20:00,894266
2020-06-16 21:25:00,893260
2020-06-16 21:30:00,892212
2020-06-16 21:35:00,891133
2020-06-16 21:40:00,890109
2020-06-16 21:45:00,889329
2020-06-16 21:50:00,888451
2020-06-16 21:55:00,887545
2020-06-16 22:00:00,886514
2020-06-16 22:05:00,885646
2020-06-16 22:10:00,884892
2020-06-16 22:15:00,883959
2020-06-16 22:20:00,883411
2020-06-16 22:25:00,882647
2020-06-16 22:30:00,882029
2020-06-16 22:35:00,881448
2020-06-16 22:40:00,880806
2020-06-16 22:45:00,880311
2020-06-16 22:50:00,879856
2020-06-16 22:55:00,879386
2020-06-16 23:00:00,878864
2020-06-16 23:05:00,878346
2020-06-16 23:10:00,877903
2020-06-16 23:15:00,877560
2020-06-16 23:20:00,877217
2020-06-16 23:25:00,876822
2020-06-16 23:30:00,876083
2020-06-16 23:35:00,875894
2020-06-16 23:40:00,875858
2020-06-16 23:45:00,875663
2020-06-16 23:50:00,875501
2020-06-16 23:55:00,875082
2020-06-17 0:00:00,874794
2020-06-17 0:05:00,874087
2020-06-17 0:10:00,873804
2020-06-17 0:15:00,873427
2020-06-17 0:20:00,873145
2020-06-17 0:25:00,872861
2020-06-17 0:30:00,872569
2020-06-17 0:35:00,872332
2020-06-17 0:40:00,872035
2020-06-17 0:45:00,871754
2020-06-17 0:50:00,871497
2020-06-17 0:55:00,871234
2020-06-17 1:00:00,870998
2020-06-17 1:05:00,870923
2020-06-17 1:10:00,870797
2020-06-17 1:15:00,870642
2020-06-17 1:20:00,870601
2020-06-17 1:25:00,870530
2020-06-17 1:30:00,870515
2020-06-17 1:35:00,870433
2020-06-17 1:40:00,870389
2020-06-17 1:45:00,870327
2020-06-17 1:50:00,870264
2020-06-17 1:55:00,870244
2020-06-17 2:00:00,870260
2020-06-17 2:05:00,870290
2020-06-17 2:10:00,870380
2020-06-17 2:15:00,870468
2020-06-17 2:20:00,870495
2020-06-17 2:25:00,870706
2020-06-17 2:30:00,870927
2020-06-17 2:35:00,871231
2020-06-17 2:40:00,871489
2020-06-17 2:45:00,871778
2020-06-17 2:50:00,872113
2020-06-17 2:55:00,872582
2020-06-17 3:00:00,873166
2020-06-17 3:05:00,873809
2020-06-17 3:10:00,874349
2020-06-17 3:15:00,875044
2020-06-17 3:20:00,875742
2020-06-17 3:25:00,876407
2020-06-17 3:30:00,877116
2020-06-17 3:35:00,877985
2020-06-17 3:40:00,878683
2020-06-17 3:45:00,879501
2020-06-17 3:50:00,880296
2020-06-17 3:55:00,880983
2020-06-17 4:00:00,882135
2020-06-17 4:05:00,883270
2020-06-17 4:10:00,884398
2020-06-17 4:15:00,885635
2020-06-17 4:20:00,886713
2020-06-17 4:25:00,887873
2020-06-17 4:30:00,889187
2020-06-17 4:35:00,890635
2020-06-17 4:40:00,891905
2020-06-17 4:45:00,893182
2020-06-17 4:50:00,894465
2020-06-17 4:55:00,895741
2020-06-17 5:00:00,897200
2020-06-17 5:05:00,898823
2020-06-17 5:10:00,900321
2020-06-17 5:15:00,901694
2020-06-17 5:20:00,903003
2020-06-17 5:25:00,904340
2020-06-17 5:30:00,905604
2020-06-17 5:35:00,906854
2020-06-17 5:40:00,907916
2020-06-17 5:45:00,909149
2020-06-17 5:50:00,910059
2020-06-17 5:55:00,910859
2020-06-17 6:00:00,911946
2020-06-17 6:05:00,912842
2020-06-17 6:10:00,913578
2020-06-17 6:15:00,914217
2020-06-17 6:20:00,915278
2020-06-17 6:25:00,916072
2020-06-17 6:30:00,916929
2020-06-17 6:35:00,917785
2020-06-17 6:40:00,918799
2020-06-17 6:45:00,919624
2020-06-17 6:50:00,920386
2020-06-17 6:55:00,920985
2020-06-17 7:00:00,921785
2020-06-17 7:05:00,922568
2020-06-17 7:10:00,923261
2020-06-17 7:15:00,923875
2020-06-17 7:20:00,924449
2020-06-17 7:25:00,925064
2020-06-17 7:30:00,925597
2020-06-17 7:35:00,926192
2020-06-17 7:40:00,926721
2020-06-17 7:45:00,927285
2020-06-17 7:50:00,927705
2020-06-17 7:55:00,928229
2020-06-17 8:00:00,928706
2020-06-17 8:05:00,929011
2020-06-17 8:10:00,929556
2020-06-17 8:15:00,929942
2020-06-17 8:20:00,930485
2020-06-17 8:25:00,930679
2020-06-17 8:30:00,931244
2020-06-17 8:35:00,931458
2020-06-17 8:40:00,931772
2020-06-17 8:45:00,932030
2020-06-17 8:50:00,932392
2020-06-17 8:55:00,932647
2020-06-17 9:00:00,932855
2020-06-17 9:05:00,933224
2020-06-17 9:10:00,933517
2020-06-17 9:15:00,933728
2020-06-17 9:20:00,934045
2020-06-17 9:25:00,934231
2020-06-17 9:30:00,934497
2020-06-17 9:35:00,934881
2020-06-17 9:40:00,934783
2020-06-17 9:45:00,935044
2020-06-17 9:50:00,935252
2020-06-17 9:55:00,935509
2020-06-17 10:00:00,935696
2020-06-17 10:05:00,935851
2020-06-17 10:10:00,936007
2020-06-17 10:15:00,935956
2020-06-17 10:20:00,936114
2020-06-17 10:25:00,936026
2020-06-17 10:30:00,936194
2020-06-17 10:35:00,936623
2020-06-17 10:40:00,936950
2020-06-17 10:45:00,937020
2020-06-17 10:50:00,937224
2020-06-17 10:55:00,937196
2020-06-17 11:00:00,937269
2020-06-17 11:05:00,937273
2020-06-17 11:10:00,937673
2020-06-17 11:15:00,937816
2020-06-17 11:20:00,937865
2020-06-17 11:25:00,937903
2020-06-17 11:30:00,938137
2020-06-17 11:35:00,937981
2020-06-17 11:40:00,938062
2020-06-17 11:45:00,938098
2020-06-17 11:50:00,937955
2020-06-17 11:55:00,937968
2020-06-17 12:00:00,938010
2020-06-17 12:05:00,938231
2020-06-17 12:10:00,938339
2020-06-17 12:15:00,938232
2020-06-17 12:20:00,938337
2020-06-17 12:25:00,938269
2020-06-17 12:30:00,938210
2020-06-17 12:35:00,938303
2020-06-17 12:40:00,938267
2020-06-17 12:45:00,938365
2020-06-17 12:50:00,938370
2020-06-17 12:55:00,938310
2020-06-17 13:00:00,938179
2020-06-17 13:05:00,938245
2020-06-17 13:10:00,938170
2020-06-17 13:15:00,938270
2020-06-17 13:20:00,938346
2020-06-17 13:25:00,938292
2020-06-17 13:30:00,938295
2020-06-17 13:35:00,938176
2020-06-17 13:40:00,938223
2020-06-17 13:45:00,937837
2020-06-17 13:50:00,937649
2020-06-17 13:55:00,937655
2020-06-17 14:00:00,937545
2020-06-17 14:05:00,937530
2020-06-17 14:10:00,937489
2020-06-17 14:15:00,937136
2020-06-17 14:20:00,936794
2020-06-17 14:25:00,936653
2020-06-17 14:30:00,936490
2020-06-17 14:35:00,936322
2020-06-17 14:40:00,936182
2020-06-17 14:45:00,935909
2020-06-17 14:50:00,935581
2020-06-17 14:55:00,935498
2020-06-17 15:00:00,935364
2020-06-17 15:05:00,935056
2020-06-17 15:10:00,934976
2020-06-17 15:15:00,934748
2020-06-17 15:20:00,934557
2020-06-17 15:25:00,934467
2020-06-17 15:30:00,934133
2020-06-17 15:35:00,933984
2020-06-17 15:40:00,933898
2020-06-17 15:45:00,933595
2020-06-17 15:50:00,933399
2020-06-17 15:55:00,933215
2020-06-17 16:00:00,932916
2020-06-17 16:05:00,932829
2020-06-17 16:10:00,932459
2020-06-17 16:15:00,932203
2020-06-17 16:20:00,932025
2020-06-17 16:25:00,931717
2020-06-17 16:30:00,931183
2020-06-17 16:35:00,930725
2020-06-17 16:40:00,930363
2020-06-17 16:45:00,930318
2020-06-17 16:50:00,930041
2020-06-17 16:55:00,929696
2020-06-17 17:00:00,929454
2020-06-17 17:05:00,929218
2020-06-17 17:10:00,929022
2020-06-17 17:15:00,928386
2020-06-17 17:20:00,928221
2020-06-17 17:25:00,927909
2020-06-17 17:30:00,927525
2020-06-17 17:35:00,927171
2020-06-17 17:40:00,926798
2020-06-17 17:45:00,926141
2020-06-17 17:50:00,925812
2020-06-17 17:55:00,925559
2020-06-17 18:00:00,925202
2020-06-17 18:05:00,924782
2020-06-17 18:10:00,924384
2020-06-17 18:15:00,923925
2020-06-17 18:20:00,923687
2020-06-17 18:25:00,923366
2020-06-17 18:30:00,923067
2020-06-17 18:35:00,922760
2020-06-17 18:40:00,922522
2020-06-17 18:45:00,922097
2020-06-17 18:50:00,921782
2020-06-17 18:55:00,921534
2020-06-17 19:00:00,921309
2020-06-17 19:05:00,920927
2020-06-17 19:10:00,920388
2020-06-17 19:15:00,919842
2020-06-17 19:20:00,919371
2020-06-17 19:25:00,918701
2020-06-17 19:30:00,917938
2020-06-17 19:35:00,917421
2020-06-17 19:40:00,916670
2020-06-17 19:45:00,916003
2020-06-17 19:50:00,915341
2020-06-17 19:55:00,914585
2020-06-17 20:00:00,913586
2020-06-17 20:05:00,912824
2020-06-17 20:10:00,911898
2020-06-17 20:15:00,910736
2020-06-17 20:20:00,909743
2020-06-17 20:25:00,908590
2020-06-17 20:30:00,907311
2020-06-17 20:35:00,906237
2020-06-17 20:40:00,905083
2020-06-17 20:45:00,903882
2020-06-17 20:50:00,902604
2020-06-17 20:55:00,901261
2020-06-17 21:00:00,899682
2020-06-17 21:05:00,898354
2020-06-17 21:10:00,897053
2020-06-17 21:15:00,895809
2020-06-17 21:20:00,894747
2020-06-17 21:25:00,893709
2020-06-17 21:30:00,892638
2020-06-17 21:35:00,891331
2020-06-17 21:40:00,890422
2020-06-17 21:45:00,889437
2020-06-17 21:50:00,888552
2020-06-17 21:55:00,887723
2020-06-17 22:00:00,886551
2020-06-17 22:05:00,885643
2020-06-17 22:10:00,884858
2020-06-17 22:15:00,883723
2020-06-17 22:20:00,883160
2020-06-17 22:25:00,882509
2020-06-17 22:30:00,881834
2020-06-17 22:35:00,881273
2020-06-17 22:40:00,880798
2020-06-17 22:45:00,880348
2020-06-17 22:50:00,879937
2020-06-17 22:55:00,879535
2020-06-17 23:00:00,879107
2020-06-17 23:05:00,878555
2020-06-17 23:10:00,878020
2020-06-17 23:15:00,877609
2020-06-17 23:20:00,877227
2020-06-17 23:25:00,876886
2020-06-17 23:30:00,876554
2020-06-17 23:35:00,876345
2020-06-17 23:40:00,876041
2020-06-17 23:45:00,875782
2020-06-17 23:50:00,875547
2020-06-17 23:55:00,875390
2020-06-18 0:00:00,875053
2020-06-18 0:05:00,874375
2020-06-18 0:10:00,874115
2020-06-18 0:15:00,873805
2020-06-18 0:20:00,873601
2020-06-18 0:25:00,873198
2020-06-18 0:30:00,872901
2020-06-18 0:35:00,872594
2020-06-18 0:40:00,872281
2020-06-18 0:45:00,872057
2020-06-18 0:50:00,871739
2020-06-18 0:55:00,871508
2020-06-18 1:00:00,871213
2020-06-18 1:05:00,871121
2020-06-18 1:10:00,870932
2020-06-18 1:15:00,870905
2020-06-18 1:20:00,870840
2020-06-18 1:25:00,870765
2020-06-18 1:30:00,870688
2020-06-18 1:35:00,870608
2020-06-18 1:40:00,870544
2020-06-18 1:45:00,870506
2020-06-18 1:50:00,870495
2020-06-18 1:55:00,870482
2020-06-18 2:00:00,870530
2020-06-18 2:05:00,870590
2020-06-18 2:10:00,870618
2020-06-18 2:15:00,870660
2020-06-18 2:20:00,870851
2020-06-18 2:25:00,871039
2020-06-18 2:30:00,871301
2020-06-18 2:35:00,871539
2020-06-18 2:40:00,871799
2020-06-18 2:45:00,872157
2020-06-18 2:50:00,872560
2020-06-18 2:55:00,872983
2020-06-18 3:00:00,873585
2020-06-18 3:05:00,874236
2020-06-18 3:10:00,874782
2020-06-18 3:15:00,875396
2020-06-18 3:20:00,875906
2020-06-18 3:25:00,876562
2020-06-18 3:30:00,877366
2020-06-18 3:35:00,878043
2020-06-18 3:40:00,878788
2020-06-18 3:45:00,879585
2020-06-18 3:50:00,880303
2020-06-18 3:55:00,881024
2020-06-18 4:00:00,882137
2020-06-18 4:05:00,883428
2020-06-18 4:10:00,884478
2020-06-18 4:15:00,885763
2020-06-18 4:20:00,886861
2020-06-18 4:25:00,887952
2020-06-18 4:30:00,889277
2020-06-18 4:35:00,890738
2020-06-18 4:40:00,892052
2020-06-18 4:45:00,893373
2020-06-18 4:50:00,894710
2020-06-18 4:55:00,896044
2020-06-18 5:00:00,897533
2020-06-18 5:05:00,899066
2020-06-18 5:10:00,900437
2020-06-18 5:15:00,901826
2020-06-18 5:20:00,903166
2020-06-18 5:25:00,904463
2020-06-18 5:30:00,905709
2020-06-18 5:35:00,907027
2020-06-18 5:40:00,908030
2020-06-18 5:45:00,909264
2020-06-18 5:50:00,910251
2020-06-18 5:55:00,911179
2020-06-18 6:00:00,912274
2020-06-18 6:05:00,913273
2020-06-18 6:10:00,914070
2020-06-18 6:15:00,914798
2020-06-18 6:20:00,915709
2020-06-18 6:25:00,916459
2020-06-18 6:30:00,917322
2020-06-18 6:35:00,918085
2020-06-18 6:40:00,918958
2020-06-18 6:45:00,919926
2020-06-18 6:50:00,920650
2020-06-18 6:55:00,921319
2020-06-18 7:00:00,922008
2020-06-18 7:05:00,922682
2020-06-18 7:10:00,923410
2020-06-18 7:15:00,924134
2020-06-18 7:20:00,924568
2020-06-18 7:25:00,925272
2020-06-18 7:30:00,925916
2020-06-18 7:35:00,926472
2020-06-18 7:40:00,926958
2020-06-18 7:45:00,927605
2020-06-18 7:50:00,928018
2020-06-18 7:55:00,928528
2020-06-18 8:00:00,928885
2020-06-18 8:05:00,929135
2020-06-18 8:10:00,929775
2020-06-18 8:15:00,930077
2020-06-18 8:20:00,930343
2020-06-18 8:25:00,930692
2020-06-18 8:30:00,931201
2020-06-18 8:35:00,931515
2020-06-18 8:40:00,931557
2020-06-18 8:45:00,932319
2020-06-18 8:50:00,932443
2020-06-18 8:55:00,932809
2020-06-18 9:00:00,933060
2020-06-18 9:05:00,933360
2020-06-18 9:10:00,933707
2020-06-18 9:15:00,933970
2020-06-18 9:20:00,934149
2020-06-18 9:25:00,934551
2020-06-18 9:30:00,934579
2020-06-18 9:35:00,934913
2020-06-18 9:40:00,935158
2020-06-18 9:45:00,935293
2020-06-18 9:50:00,935463
2020-06-18 9:55:00,935528
2020-06-18 10:00:00,935965
2020-06-18 10:05:00,935955
2020-06-18 10:10:00,936175
2020-06-18 10:15:00,936313
2020-06-18 10:20:00,936403
2020-06-18 10:25:00,936465
2020-06-18 10:30:00,936351
2020-06-18 10:35:00,936206
2020-06-18 10:40:00,936360
2020-06-18 10:45:00,936746
2020-06-18 10:50:00,936796
2020-06-18 10:55:00,936912
2020-06-18 11:00:00,937036
2020-06-18 11:05:00,937045
2020-06-18 11:10:00,937079
2020-06-18 11:15:00,937260
2020-06-18 11:20:00,937211
2020-06-18 11:25:00,937055
2020-06-18 11:30:00,936743
2020-06-18 11:35:00,936927
2020-06-18 11:40:00,937062
2020-06-18 11:45:00,936969
2020-06-18 11:50:00,936960
2020-06-18 11:55:00,936981
2020-06-18 12:00:00,937300
2020-06-18 12:05:00,937430
2020-06-18 12:10:00,937395
2020-06-18 12:15:00,937447
2020-06-18 12:20:00,937348
2020-06-18 12:25:00,937025
2020-06-18 12:30:00,937316
2020-06-18 12:35:00,936799
2020-06-18 12:40:00,936599
2020-06-18 12:45:00,936705
2020-06-18 12:50:00,936843
2020-06-18 12:55:00,936882
2020-06-18 13:00:00,936769
2020-06-18 13:05:00,936871
2020-06-18 13:10:00,936854
2020-06-18 13:15:00,936913
2020-06-18 13:20:00,936745
2020-06-18 13:25:00,936603
2020-06-18 13:30:00,936526
2020-06-18 13:35:00,936486
2020-06-18 13:40:00,936368
2020-06-18 13:45:00,936111
2020-06-18 13:50:00,936077
2020-06-18 13:55:00,936011
2020-06-18 14:00:00,935793
2020-06-18 14:05:00,935557
2020-06-18 14:10:00,935445
2020-06-18 14:15:00,935307
2020-06-18 14:20:00,935071
2020-06-18 14:25:00,934569
2020-06-18 14:30:00,934502
2020-06-18 14:35:00,934372
2020-06-18 14:40:00,934199
2020-06-18 14:45:00,934192
2020-06-18 14:50:00,934080
2020-06-18 14:55:00,933909
2020-06-18 15:00:00,933710
2020-06-18 15:05:00,933387
2020-06-18 15:10:00,933379
2020-06-18 15:15:00,933144
2020-06-18 15:20:00,932964
2020-06-18 15:25:00,932645
2020-06-18 15:30:00,932571
2020-06-18 15:35:00,932351
2020-06-18 15:40:00,932254
2020-06-18 15:45:00,932066
2020-06-18 15:50:00,931819
2020-06-18 15:55:00,931806
2020-06-18 16:00:00,931499
2020-06-18 16:05:00,931328
2020-06-18 16:10:00,930965
2020-06-18 16:15:00,930708
2020-06-18 16:20:00,930200
2020-06-18 16:25:00,930170
2020-06-18 16:30:00,929941
2020-06-18 16:35:00,929494
