,Time,Value,Min_limit,Max_limit
384,2020-06-17 01:10:00,870797.0,840286.4828874717,867050.5171125283
385,2020-06-17 01:15:00,870642.0,840033.1410017838,866874.8589982162
386,2020-06-17 01:20:00,870601.0,839954.1932124671,866754.8067875329
387,2020-06-17 01:25:00,870530.0,839795.3958306349,866655.6041693651
388,2020-06-17 01:30:00,870515.0,839615.4270077678,866563.5729922322
389,2020-06-17 01:35:00,870433.0,839296.4753623145,866622.5246376855
390,2020-06-17 01:40:00,870389.0,839077.230022597,866642.769977403
391,2020-06-17 01:45:00,870327.0,838785.7462977349,866792.2537022651
392,2020-06-17 01:50:00,870264.0,838556.0150545909,866769.9849454091
393,2020-06-17 01:55:00,870244.0,838523.9567751439,866627.0432248561
394,2020-06-17 02:00:00,870260.0,838433.6567455668,866670.3432544332
395,2020-06-17 02:05:00,870290.0,838330.4199027113,866736.5800972887
396,2020-06-17 02:10:00,870380.0,838231.2325045946,866863.7674954054
397,2020-06-17 02:15:00,870468.0,838142.2419107372,867061.7580892628
398,2020-06-17 02:20:00,870495.0,837986.5239885472,867448.4760114528
399,2020-06-17 02:25:00,870706.0,837896.9725976227,867867.0274023773
400,2020-06-17 02:30:00,870927.0,837707.5435164736,868477.4564835264
401,2020-06-17 02:35:00,871231.0,837585.1121409687,869127.8878590313
402,2020-06-17 02:40:00,871489.0,837447.4960950848,869650.5039049152
403,2020-06-17 02:45:00,871778.0,837496.1327231782,870272.8672768218
404,2020-06-17 02:50:00,872113.0,837560.973989972,871000.026010028
405,2020-06-17 02:55:00,872582.0,837501.403531933,871989.596468067
406,2020-06-17 17:40:00,926798.0,892414.4882730976,926417.5117269024
407,2020-06-17 17:45:00,926141.0,892593.7122649538,925214.2877350462
408,2020-06-17 17:50:00,925812.0,891746.8519657819,924773.1480342181
409,2020-06-17 17:55:00,925559.0,891685.4884435517,924394.5115564483
410,2020-06-17 18:00:00,925202.0,891515.1561232026,923854.8438767974
411,2020-06-17 18:05:00,924782.0,891248.0601368162,923141.9398631838
412,2020-06-17 18:10:00,924384.0,891101.0498524036,922588.9501475964
413,2020-06-17 18:15:00,923925.0,891614.2676333186,921291.7323666814
414,2020-06-17 18:20:00,923687.0,891489.9627952486,920411.0372047514
415,2020-06-17 18:25:00,923366.0,891559.0282379935,919747.9717620065
416,2020-06-17 18:30:00,923067.0,890840.1339541066,919864.8660458934
417,2020-06-17 18:35:00,922760.0,890307.007195161,919805.992804839
418,2020-06-17 18:40:00,922522.0,889951.5584853782,919296.4415146218
419,2020-06-17 18:45:00,922097.0,889015.2574370304,919445.7425629696
420,2020-06-17 18:50:00,921782.0,889292.8954247081,918633.1045752919
421,2020-06-17 18:55:00,921534.0,888669.4688917582,918436.5311082418
422,2020-06-17 19:00:00,921309.0,888202.5461343784,917925.4538656216
423,2020-06-17 19:05:00,920927.0,887875.2407646988,917347.7592353012
424,2020-06-17 19:10:00,920388.0,887013.0567369906,917204.9432630094
425,2020-06-17 19:15:00,919842.0,887364.0677500557,915935.9322499443
426,2020-06-17 19:20:00,919371.0,887106.4215204477,915161.5784795523
427,2020-06-17 19:25:00,918701.0,886469.1870510268,914649.8129489732
428,2020-06-17 19:30:00,917938.0,885872.7667483104,913894.2332516896
429,2020-06-17 19:35:00,917421.0,885503.7651900842,912861.2348099158
430,2020-06-17 19:40:00,916670.0,884707.5910483366,912187.4089516634
431,2020-06-17 19:45:00,916003.0,883874.9627155208,911373.0372844792
432,2020-06-17 19:50:00,915341.0,883127.4207531975,910658.5792468025
433,2020-06-17 19:55:00,914585.0,882545.4210411564,909521.5789588436
434,2020-06-17 20:00:00,913586.0,881612.3674046261,908715.6325953739
435,2020-06-17 20:05:00,912824.0,880441.0506055196,908189.9493944804
436,2020-06-17 20:10:00,911898.0,879256.9931798223,907702.0068201777
437,2020-06-17 20:15:00,910736.0,878553.8320179585,906408.1679820415
438,2020-06-17 20:20:00,909743.0,877751.3252573243,905267.6747426757
439,2020-06-17 20:25:00,908590.0,876899.386103341,903829.613896659
440,2020-06-17 20:30:00,907311.0,875955.2466659445,902480.7533340555
441,2020-06-17 20:35:00,906237.0,874655.5936195743,901423.4063804257
442,2020-06-17 20:40:00,905083.0,873617.141946812,900311.858053188
443,2020-06-17 20:45:00,903882.0,872437.2088865796,899251.7911134204
444,2020-06-17 20:50:00,902604.0,871466.9452067353,898400.0547932647
445,2020-06-17 20:55:00,901261.0,870247.1279062943,897391.8720937057
446,2020-06-17 21:00:00,899682.0,869060.3617479225,895960.6382520775
447,2020-06-17 21:05:00,898354.0,867925.9644664816,894605.0355335184
448,2020-06-17 21:10:00,897053.0,866992.1670577455,893485.8329422545
449,2020-06-17 21:15:00,895809.0,865714.5444110461,892436.4555889539
450,2020-06-17 21:20:00,894747.0,864910.7503702202,891415.2496297798
451,2020-06-17 21:25:00,893709.0,863778.8738568889,890556.1261431111
452,2020-06-17 21:30:00,892638.0,862923.1926783746,889325.8073216254
453,2020-06-17 21:35:00,891331.0,861811.3530846182,888207.6469153818
454,2020-06-17 21:40:00,890422.0,860560.6802337554,887693.3197662446
455,2020-06-17 21:45:00,889437.0,860095.1281110212,886417.8718889788
456,2020-06-17 21:50:00,888552.0,859284.0208365199,885571.9791634801
457,2020-06-17 21:55:00,887723.0,858481.4561022489,884906.5438977511
458,2020-06-17 22:00:00,886551.0,857536.4066533042,883825.5933466958
459,2020-06-17 22:05:00,885643.0,856717.0528060149,882982.9471939851
460,2020-06-17 22:10:00,884858.0,856134.1335194649,882017.8664805351
461,2020-06-17 22:15:00,883723.0,855258.347456576,881493.652543424
462,2020-06-17 22:20:00,883160.0,854664.6638353716,880997.3361646284
463,2020-06-17 22:25:00,882509.0,854256.1217991787,880025.8782008213
464,2020-06-17 22:30:00,881834.0,853535.6477708542,879589.3522291458
465,2020-06-17 22:35:00,881273.0,853093.0305697443,879000.9694302557
466,2020-06-17 22:40:00,880798.0,852851.7846519742,878191.2153480258
467,2020-06-17 22:45:00,880348.0,852416.0446489753,877550.9553510247
468,2020-06-17 22:50:00,879937.0,852070.2857522184,876818.7142477816
469,2020-06-17 22:55:00,879535.0,851621.6857220026,876454.3142779974
470,2020-06-17 23:00:00,879107.0,851162.0215995049,876069.9784004951
471,2020-06-17 23:05:00,878555.0,850664.7352486114,875624.2647513886
472,2020-06-17 23:10:00,878020.0,850295.4225064917,875097.5774935083
473,2020-06-17 23:15:00,877609.0,849937.6826216738,874785.3173783262
474,2020-06-17 23:20:00,877227.0,849643.8692001583,874340.1307998417
475,2020-06-17 23:25:00,876886.0,849385.0898560219,873915.9101439781
476,2020-06-17 23:30:00,876554.0,849150.6350480559,873460.3649519441
477,2020-06-17 23:35:00,876345.0,848817.5488844914,873288.4511155086
478,2020-06-17 23:40:00,876041.0,848551.2569287437,873095.7430712563
479,2020-06-17 23:45:00,875782.0,848209.9259186713,872980.0740813287
480,2020-06-17 23:50:00,875547.0,848045.5827863656,872714.4172136344
481,2020-06-17 23:55:00,875390.0,847866.1654666795,872148.8345333205
482,2020-06-18 00:00:00,875053.0,845370.2682888798,869732.7317111202
483,2020-06-18 00:05:00,874375.0,844485.063234921,869237.936765079
484,2020-06-18 00:10:00,874115.0,844104.5037702557,869036.4962297443
485,2020-06-18 00:15:00,873805.0,843652.530154522,868897.469845478
486,2020-06-18 00:20:00,873601.0,843374.1775506531,868673.8224493469
487,2020-06-18 00:25:00,873198.0,843051.6326873858,868387.3673126142
488,2020-06-18 00:30:00,872901.0,842609.7235845742,868255.2764154258
489,2020-06-18 00:35:00,872594.0,842258.7803535708,868246.2196464292
490,2020-06-18 00:40:00,872281.0,841763.7906134984,868111.2093865016
491,2020-06-18 00:45:00,872057.0,841539.2673797556,867348.7326202444
492,2020-06-18 00:50:00,871739.0,841289.5255208786,867160.4744791214
493,2020-06-18 00:55:00,871508.0,841023.4139569746,867161.5860430254
494,2020-06-18 01:00:00,871213.0,840607.1554495675,867163.8445504325
495,2020-06-18 01:05:00,871121.0,840450.1949806003,867098.8050193997
496,2020-06-18 01:10:00,870932.0,840286.4828874717,867050.5171125283
497,2020-06-18 01:15:00,870905.0,840033.1410017838,866874.8589982162
498,2020-06-18 01:20:00,870840.0,839954.1932124671,866754.8067875329
499,2020-06-18 01:25:00,870765.0,839795.3958306349,866655.6041693651
500,2020-06-18 01:30:00,870688.0,839615.4270077678,866563.5729922322
501,2020-06-18 01:35:00,870608.0,839296.4753623145,866622.5246376855
502,2020-06-18 01:40:00,870544.0,839077.230022597,866642.769977403
503,2020-06-18 01:45:00,870506.0,838785.7462977349,866792.2537022651
504,2020-06-18 01:50:00,870495.0,838556.0150545909,866769.9849454091
505,2020-06-18 01:55:00,870482.0,838523.9567751439,866627.0432248561
506,2020-06-18 02:00:00,870530.0,838433.6567455668,866670.3432544332
507,2020-06-18 02:05:00,870590.0,838330.4199027113,866736.5800972887
508,2020-06-18 02:10:00,870618.0,838231.2325045946,866863.7674954054
509,2020-06-18 02:15:00,870660.0,838142.2419107372,867061.7580892628
510,2020-06-18 02:20:00,870851.0,837986.5239885472,867448.4760114528
511,2020-06-18 02:25:00,871039.0,837896.9725976227,867867.0274023773
512,2020-06-18 02:30:00,871301.0,837707.5435164736,868477.4564835264
513,2020-06-18 02:35:00,871539.0,837585.1121409687,869127.8878590313
514,2020-06-18 02:40:00,871799.0,837447.4960950848,869650.5039049152
515,2020-06-18 02:45:00,872157.0,837496.1327231782,870272.8672768218
516,2020-06-18 02:50:00,872560.0,837560.973989972,871000.026010028
517,2020-06-18 02:55:00,872983.0,837501.403531933,871989.596468067
518,2020-06-18 03:00:00,873585.0,837440.5425944563,873190.4574055437
519,2020-06-18 17:45:00,925259.0,892593.7122649538,925214.2877350462
520,2020-06-18 17:50:00,924997.0,891746.8519657819,924773.1480342181
521,2020-06-18 17:55:00,924639.0,891685.4884435517,924394.5115564483
522,2020-06-18 18:00:00,924320.0,891515.1561232026,923854.8438767974
523,2020-06-18 18:05:00,923808.0,891248.0601368162,923141.9398631838
524,2020-06-18 18:10:00,923515.0,891101.0498524036,922588.9501475964
525,2020-06-18 18:15:00,923063.0,891614.2676333186,921291.7323666814
526,2020-06-18 18:20:00,922743.0,891489.9627952486,920411.0372047514
527,2020-06-18 18:25:00,922571.0,891559.0282379935,919747.9717620065
528,2020-06-18 18:30:00,922304.0,890840.1339541066,919864.8660458934
529,2020-06-18 18:35:00,921891.0,890307.007195161,919805.992804839
530,2020-06-18 18:40:00,921526.0,889951.5584853782,919296.4415146218
531,2020-06-18 18:45:00,921162.0,889015.2574370304,919445.7425629696
532,2020-06-18 18:50:00,920898.0,889292.8954247081,918633.1045752919
533,2020-06-18 18:55:00,920543.0,888669.4688917582,918436.5311082418
534,2020-06-18 19:00:00,920075.0,888202.5461343784,917925.4538656216
535,2020-06-18 19:05:00,919674.0,887875.2407646988,917347.7592353012
536,2020-06-18 19:10:00,919194.0,887013.0567369906,917204.9432630094
537,2020-06-18 19:15:00,918814.0,887364.0677500557,915935.9322499443
538,2020-06-18 19:20:00,918197.0,887106.4215204477,915161.5784795523
539,2020-06-18 19:25:00,917705.0,886469.1870510268,914649.8129489732
540,2020-06-18 19:30:00,916956.0,885872.7667483104,913894.2332516896
541,2020-06-18 19:35:00,916247.0,885503.7651900842,912861.2348099158
542,2020-06-18 19:40:00,915330.0,884707.5910483366,912187.4089516634
543,2020-06-18 19:45:00,914560.0,883874.9627155208,911373.0372844792
544,2020-06-18 19:50:00,913615.0,883127.4207531975,910658.5792468025
545,2020-06-18 19:55:00,912717.0,882545.4210411564,909521.5789588436
546,2020-06-18 20:00:00,911815.0,881612.3674046261,908715.6325953739
547,2020-06-18 20:05:00,911077.0,880441.0506055196,908189.9493944804
548,2020-06-18 20:10:00,910129.0,879256.9931798223,907702.0068201777
549,2020-06-18 20:15:00,909128.0,878553.8320179585,906408.1679820415
550,2020-06-18 20:20:00,908091.0,877751.3252573243,905267.6747426757
551,2020-06-18 20:25:00,906945.0,876899.386103341,903829.613896659
552,2020-06-18 20:30:00,905932.0,875955.2466659445,902480.7533340555
553,2020-06-18 20:35:00,904881.0,874655.5936195743,901423.4063804257
554,2020-06-18 20:40:00,903648.0,873617.141946812,900311.858053188
555,2020-06-18 20:45:00,902584.0,872437.2088865796,899251.7911134204
556,2020-06-18 20:50:00,901491.0,871466.9452067353,898400.0547932647
557,2020-06-18 20:55:00,900358.0,870247.1279062943,897391.8720937057
558,2020-06-18 21:00:00,899196.0,869060.3617479225,895960.6382520775
559,2020-06-18 21:05:00,898009.0,867925.9644664816,894605.0355335184
560,2020-06-18 21:10:00,896851.0,866992.1670577455,893485.8329422545
561,2020-06-18 21:15:00,895682.0,865714.5444110461,892436.4555889539
562,2020-06-18 21:20:00,894670.0,864910.7503702202,891415.2496297798
563,2020-06-18 21:25:00,893704.0,863778.8738568889,890556.1261431111
564,2020-06-18 21:30:00,892570.0,862923.1926783746,889325.8073216254
565,2020-06-18 21:35:00,891375.0,861811.3530846182,888207.6469153818
566,2020-06-18 21:40:00,890503.0,860560.6802337554,887693.3197662446
567,2020-06-18 21:45:00,889444.0,860095.1281110212,886417.8718889788
568,2020-06-18 21:50:00,888584.0,859284.0208365199,885571.9791634801
569,2020-06-18 21:55:00,887719.0,858481.4561022489,884906.5438977511
570,2020-06-18 22:00:00,886598.0,857536.4066533042,883825.5933466958
571,2020-06-18 22:05:00,885677.0,856717.0528060149,882982.9471939851
572,2020-06-18 22:10:00,884858.0,856134.1335194649,882017.8664805351
573,2020-06-18 22:15:00,884024.0,855258.347456576,881493.652543424
574,2020-06-18 22:20:00,883312.0,854664.6638353716,880997.3361646284
575,2020-06-18 22:25:00,882663.0,854256.1217991787,880025.8782008213
576,2020-06-18 22:30:00,881977.0,853535.6477708542,879589.3522291458
577,2020-06-18 22:35:00,881414.0,853093.0305697443,879000.9694302557
578,2020-06-18 22:40:00,880892.0,852851.7846519742,878191.2153480258
579,2020-06-18 22:45:00,880362.0,852416.0446489753,877550.9553510247
580,2020-06-18 22:50:00,879890.0,852070.2857522184,876818.7142477816
581,2020-06-18 22:55:00,879436.0,851621.6857220026,876454.3142779974
582,2020-06-18 23:00:00,878891.0,851162.0215995049,876069.9784004951
583,2020-06-18 23:05:00,878386.0,850664.7352486114,875624.2647513886
584,2020-06-18 23:10:00,877894.0,850295.4225064917,875097.5774935083
585,2020-06-18 23:15:00,877512.0,849937.6826216738,874785.3173783262
586,2020-06-18 23:20:00,877120.0,849643.8692001583,874340.1307998417
587,2020-06-18 23:25:00,876758.0,849385.0898560219,873915.9101439781
588,2020-06-18 23:30:00,876478.0,849150.6350480559,873460.3649519441
589,2020-06-18 23:35:00,876165.0,848817.5488844914,873288.4511155086
590,2020-06-18 23:40:00,875869.0,848551.2569287437,873095.7430712563
591,2020-06-18 23:45:00,875476.0,848209.9259186713,872980.0740813287
592,2020-06-18 23:50:00,875278.0,848045.5827863656,872714.4172136344
593,2020-06-18 23:55:00,875082.0,847866.1654666795,872148.8345333205
594,2020-06-19 00:00:00,874666.0,845370.2682888798,869732.7317111202
595,2020-06-19 00:05:00,873930.0,844485.063234921,869237.936765079
596,2020-06-19 00:10:00,873641.0,844104.5037702557,869036.4962297443
597,2020-06-19 00:15:00,873351.0,843652.530154522,868897.469845478
598,2020-06-19 00:20:00,873133.0,843374.1775506531,868673.8224493469
599,2020-06-19 00:25:00,872895.0,843051.6326873858,868387.3673126142
600,2020-06-19 00:30:00,872644.0,842609.7235845742,868255.2764154258
601,2020-06-19 00:35:00,872349.0,842258.7803535708,868246.2196464292
602,2020-06-19 00:40:00,872137.0,841763.7906134984,868111.2093865016
603,2020-06-19 00:45:00,871928.0,841539.2673797556,867348.7326202444
604,2020-06-19 00:50:00,871622.0,841289.5255208786,867160.4744791214
605,2020-06-19 00:55:00,871406.0,841023.4139569746,867161.5860430254
606,2020-06-19 01:00:00,871093.0,840607.1554495675,867163.8445504325
607,2020-06-19 01:05:00,870938.0,840450.1949806003,867098.8050193997
608,2020-06-19 01:10:00,870811.0,840286.4828874717,867050.5171125283
609,2020-06-19 01:15:00,870672.0,840033.1410017838,866874.8589982162
610,2020-06-19 01:20:00,870574.0,839954.1932124671,866754.8067875329
611,2020-06-19 01:25:00,870457.0,839795.3958306349,866655.6041693651
612,2020-06-19 01:30:00,870410.0,839615.4270077678,866563.5729922322
613,2020-06-19 01:35:00,870361.0,839296.4753623145,866622.5246376855
614,2020-06-19 01:40:00,870299.0,839077.230022597,866642.769977403
615,2020-06-19 01:45:00,870212.0,838785.7462977349,866792.2537022651
616,2020-06-19 01:50:00,870184.0,838556.0150545909,866769.9849454091
617,2020-06-19 01:55:00,870181.0,838523.9567751439,866627.0432248561
618,2020-06-19 02:00:00,870204.0,838433.6567455668,866670.3432544332
619,2020-06-19 02:05:00,870313.0,838330.4199027113,866736.5800972887
620,2020-06-19 02:10:00,870407.0,838231.2325045946,866863.7674954054
621,2020-06-19 02:15:00,870440.0,838142.2419107372,867061.7580892628
622,2020-06-19 02:20:00,870425.0,837986.5239885472,867448.4760114528
623,2020-06-19 02:25:00,870518.0,837896.9725976227,867867.0274023773
624,2020-06-19 02:30:00,870683.0,837707.5435164736,868477.4564835264
625,2020-06-19 02:35:00,870808.0,837585.1121409687,869127.8878590313
626,2020-06-19 02:40:00,871066.0,837447.4960950848,869650.5039049152
627,2020-06-19 02:45:00,871408.0,837496.1327231782,870272.8672768218
628,2020-06-19 02:50:00,871669.0,837560.973989972,871000.026010028
629,2020-06-19 02:55:00,872025.0,837501.403531933,871989.596468067
630,2020-06-19 17:45:00,925766.0,892593.7122649538,925214.2877350462
631,2020-06-19 17:50:00,925391.0,891746.8519657819,924773.1480342181
632,2020-06-19 17:55:00,925043.0,891685.4884435517,924394.5115564483
633,2020-06-19 18:00:00,924970.0,891515.1561232026,923854.8438767974
634,2020-06-19 18:05:00,924781.0,891248.0601368162,923141.9398631838
635,2020-06-19 18:10:00,924459.0,891101.0498524036,922588.9501475964
636,2020-06-19 18:15:00,924178.0,891614.2676333186,921291.7323666814
637,2020-06-19 18:20:00,923851.0,891489.9627952486,920411.0372047514
638,2020-06-19 18:25:00,923720.0,891559.0282379935,919747.9717620065
639,2020-06-19 18:30:00,923320.0,890840.1339541066,919864.8660458934
640,2020-06-19 18:35:00,923130.0,890307.007195161,919805.992804839
641,2020-06-19 18:40:00,922935.0,889951.5584853782,919296.4415146218
642,2020-06-19 18:45:00,922649.0,889015.2574370304,919445.7425629696
643,2020-06-19 18:50:00,922408.0,889292.8954247081,918633.1045752919
644,2020-06-19 18:55:00,922106.0,888669.4688917582,918436.5311082418
645,2020-06-19 19:00:00,921775.0,888202.5461343784,917925.4538656216
646,2020-06-19 19:05:00,921287.0,887875.2407646988,917347.7592353012
647,2020-06-19 19:10:00,920890.0,887013.0567369906,917204.9432630094
648,2020-06-19 19:15:00,920602.0,887364.0677500557,915935.9322499443
649,2020-06-19 19:20:00,919979.0,887106.4215204477,915161.5784795523
650,2020-06-19 19:25:00,919579.0,886469.1870510268,914649.8129489732
651,2020-06-19 19:30:00,918900.0,885872.7667483104,913894.2332516896
652,2020-06-19 19:35:00,918359.0,885503.7651900842,912861.2348099158
653,2020-06-19 19:40:00,917775.0,884707.5910483366,912187.4089516634
654,2020-06-19 19:45:00,917149.0,883874.9627155208,911373.0372844792
655,2020-06-19 19:50:00,916428.0,883127.4207531975,910658.5792468025
656,2020-06-19 19:55:00,915871.0,882545.4210411564,909521.5789588436
657,2020-06-19 20:00:00,915039.0,881612.3674046261,908715.6325953739
658,2020-06-19 20:05:00,914296.0,880441.0506055196,908189.9493944804
659,2020-06-19 20:10:00,913621.0,879256.9931798223,907702.0068201777
660,2020-06-19 20:15:00,912725.0,878553.8320179585,906408.1679820415
661,2020-06-19 20:20:00,911869.0,877751.3252573243,905267.6747426757
662,2020-06-19 20:25:00,911031.0,876899.386103341,903829.613896659
663,2020-06-19 20:30:00,910043.0,875955.2466659445,902480.7533340555
664,2020-06-19 20:35:00,909024.0,874655.5936195743,901423.4063804257
665,2020-06-19 20:40:00,907830.0,873617.141946812,900311.858053188
666,2020-06-19 20:45:00,906872.0,872437.2088865796,899251.7911134204
667,2020-06-19 20:50:00,905726.0,871466.9452067353,898400.0547932647
668,2020-06-19 20:55:00,904572.0,870247.1279062943,897391.8720937057
669,2020-06-19 21:00:00,903264.0,869060.3617479225,895960.6382520775
670,2020-06-19 21:05:00,902005.0,867925.9644664816,894605.0355335184
671,2020-06-19 21:10:00,900926.0,866992.1670577455,893485.8329422545
672,2020-06-19 21:15:00,899658.0,865714.5444110461,892436.4555889539
673,2020-06-19 21:20:00,898468.0,864910.7503702202,891415.2496297798
674,2020-06-19 21:25:00,897286.0,863778.8738568889,890556.1261431111
675,2020-06-19 21:30:00,896166.0,862923.1926783746,889325.8073216254
676,2020-06-19 21:35:00,894990.0,861811.3530846182,888207.6469153818
677,2020-06-19 21:40:00,893949.0,860560.6802337554,887693.3197662446
678,2020-06-19 21:45:00,893000.0,860095.1281110212,886417.8718889788
679,2020-06-19 21:50:00,891952.0,859284.0208365199,885571.9791634801
680,2020-06-19 21:55:00,891007.0,858481.4561022489,884906.5438977511
681,2020-06-19 22:00:00,889882.0,857536.4066533042,883825.5933466958
682,2020-06-19 22:05:00,888691.0,856717.0528060149,882982.9471939851
683,2020-06-19 22:10:00,887875.0,856134.1335194649,882017.8664805351
684,2020-06-19 22:15:00,886942.0,855258.347456576,881493.652543424
685,2020-06-19 22:20:00,886116.0,854664.6638353716,880997.3361646284
686,2020-06-19 22:25:00,885381.0,854256.1217991787,880025.8782008213
687,2020-06-19 22:30:00,884609.0,853535.6477708542,879589.3522291458
688,2020-06-19 22:35:00,883975.0,853093.0305697443,879000.9694302557
689,2020-06-19 22:40:00,883209.0,852851.7846519742,878191.2153480258
690,2020-06-19 22:45:00,882599.0,852416.0446489753,877550.9553510247
691,2020-06-19 22:50:00,881936.0,852070.2857522184,876818.7142477816
692,2020-06-19 22:55:00,881256.0,851621.6857220026,876454.3142779974
693,2020-06-19 23:00:00,880565.0,851162.0215995049,876069.9784004951
694,2020-06-19 23:05:00,879945.0,850664.7352486114,875624.2647513886
695,2020-06-19 23:10:00,879319.0,850295.4225064917,875097.5774935083
696,2020-06-19 23:15:00,878815.0,849937.6826216738,874785.3173783262
697,2020-06-19 23:20:00,878265.0,849643.8692001583,874340.1307998417
698,2020-06-19 23:25:00,877823.0,849385.0898560219,873915.9101439781
699,2020-06-19 23:30:00,877325.0,849150.6350480559,873460.3649519441
700,2020-06-19 23:35:00,876891.0,848817.5488844914,873288.4511155086
701,2020-06-19 23:40:00,876454.0,848551.2569287437,873095.7430712563
702,2020-06-19 23:45:00,876024.0,848209.9259186713,872980.0740813287
703,2020-06-19 23:50:00,875691.0,848045.5827863656,872714.4172136344
704,2020-06-19 23:55:00,875336.0,847866.1654666795,872148.8345333205
705,2020-06-20 00:00:00,874804.0,845370.2682888798,869732.7317111202
706,2020-06-20 00:05:00,873913.0,844485.063234921,869237.936765079
707,2020-06-20 00:10:00,873344.0,844104.5037702557,869036.4962297443
708,2020-06-20 00:15:00,872918.0,843652.530154522,868897.469845478
709,2020-06-20 00:20:00,872373.0,843374.1775506531,868673.8224493469
710,2020-06-20 00:25:00,871828.0,843051.6326873858,868387.3673126142
711,2020-06-20 00:30:00,871288.0,842609.7235845742,868255.2764154258
712,2020-06-20 00:35:00,870798.0,842258.7803535708,868246.2196464292
713,2020-06-20 00:40:00,870285.0,841763.7906134984,868111.2093865016
714,2020-06-20 00:45:00,869704.0,841539.2673797556,867348.7326202444
715,2020-06-20 00:50:00,869275.0,841289.5255208786,867160.4744791214
716,2020-06-20 00:55:00,868787.0,841023.4139569746,867161.5860430254
717,2020-06-20 01:00:00,868406.0,840607.1554495675,867163.8445504325
718,2020-06-20 01:05:00,868192.0,840450.1949806003,867098.8050193997
719,2020-06-20 01:10:00,868065.0,840286.4828874717,867050.5171125283
720,2020-06-20 01:15:00,867835.0,840033.1410017838,866874.8589982162
721,2020-06-20 01:20:00,867743.0,839954.1932124671,866754.8067875329
722,2020-06-20 01:25:00,867579.0,839795.3958306349,866655.6041693651
723,2020-06-20 01:30:00,867434.0,839615.4270077678,866563.5729922322
724,2020-06-20 01:35:00,867291.0,839296.4753623145,866622.5246376855
725,2020-06-20 01:40:00,867064.0,839077.230022597,866642.769977403
726,2020-06-20 01:45:00,866940.0,838785.7462977349,866792.2537022651
727,2020-06-20 01:55:00,866631.0,838523.9567751439,866627.0432248561
728,2020-06-20 19:35:00,913034.0,885503.7651900842,912861.2348099158
729,2020-06-20 19:40:00,912623.0,884707.5910483366,912187.4089516634
730,2020-06-20 19:45:00,912082.0,883874.9627155208,911373.0372844792
731,2020-06-20 19:50:00,911471.0,883127.4207531975,910658.5792468025
732,2020-06-20 19:55:00,910999.0,882545.4210411564,909521.5789588436
733,2020-06-20 20:00:00,910040.0,881612.3674046261,908715.6325953739
734,2020-06-20 20:05:00,909190.0,880441.0506055196,908189.9493944804
735,2020-06-20 20:10:00,908506.0,879256.9931798223,907702.0068201777
736,2020-06-20 20:15:00,907785.0,878553.8320179585,906408.1679820415
737,2020-06-20 20:20:00,906885.0,877751.3252573243,905267.6747426757
738,2020-06-20 20:25:00,905939.0,876899.386103341,903829.613896659
739,2020-06-20 20:30:00,905005.0,875955.2466659445,902480.7533340555
740,2020-06-20 20:35:00,903968.0,874655.5936195743,901423.4063804257
741,2020-06-20 20:40:00,902975.0,873617.141946812,900311.858053188
742,2020-06-20 20:45:00,902032.0,872437.2088865796,899251.7911134204
743,2020-06-20 20:50:00,901061.0,871466.9452067353,898400.0547932647
744,2020-06-20 20:55:00,900075.0,870247.1279062943,897391.8720937057
745,2020-06-20 21:00:00,898651.0,869060.3617479225,895960.6382520775
746,2020-06-20 21:05:00,897534.0,867925.9644664816,894605.0355335184
747,2020-06-20 21:10:00,896424.0,866992.1670577455,893485.8329422545
748,2020-06-20 21:15:00,895373.0,865714.5444110461,892436.4555889539
749,2020-06-20 21:20:00,894341.0,864910.7503702202,891415.2496297798
750,2020-06-20 21:25:00,893241.0,863778.8738568889,890556.1261431111
751,2020-06-20 21:30:00,892082.0,862923.1926783746,889325.8073216254
752,2020-06-20 21:35:00,890812.0,861811.3530846182,888207.6469153818
753,2020-06-20 21:40:00,889842.0,860560.6802337554,887693.3197662446
754,2020-06-20 21:45:00,888867.0,860095.1281110212,886417.8718889788
755,2020-06-20 21:50:00,887900.0,859284.0208365199,885571.9791634801
756,2020-06-20 21:55:00,887028.0,858481.4561022489,884906.5438977511
757,2020-06-20 22:00:00,885817.0,857536.4066533042,883825.5933466958
758,2020-06-20 22:05:00,884738.0,856717.0528060149,882982.9471939851
759,2020-06-20 22:10:00,884046.0,856134.1335194649,882017.8664805351
760,2020-06-20 22:15:00,883050.0,855258.347456576,881493.652543424
761,2020-06-20 22:20:00,882239.0,854664.6638353716,880997.3361646284
762,2020-06-20 22:25:00,881541.0,854256.1217991787,880025.8782008213
763,2020-06-20 22:30:00,880801.0,853535.6477708542,879589.3522291458
764,2020-06-20 22:35:00,879921.0,853093.0305697443,879000.9694302557
765,2020-06-20 22:40:00,879142.0,852851.7846519742,878191.2153480258
766,2020-06-20 22:45:00,878458.0,852416.0446489753,877550.9553510247
767,2020-06-20 22:50:00,877818.0,852070.2857522184,876818.7142477816
768,2020-06-20 22:55:00,877165.0,851621.6857220026,876454.3142779974
769,2020-06-20 23:00:00,876373.0,851162.0215995049,876069.9784004951
770,2020-06-20 23:05:00,875694.0,850664.7352486114,875624.2647513886
771,2020-06-20 23:10:00,875104.0,850295.4225064917,875097.5774935083
772,2020-06-21 00:00:00,870223.0,845370.2682888798,869732.7317111202
773,2020-06-21 00:05:00,869484.0,844485.063234921,869237.936765079
